worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
148,5,3,8,7,1.5
149,4,5,2,10,1.2
150,4,6,8,10,3.2
151,3,10,3,4,2.8
152,4,1,7,10,3.5
153,8,3,9,6,2.1
154,5,2,7,1,3.4
155,6,4,2,3,3.8
156,1,4,1,8,1.0
157,3,8,2,1,3.9
158,4,9,8,10,2.5
159,2,8,2,5,3.0
160,6,3,2,6,3.2
161,7,8,7,5,4.4
162,5,5,6,7,4.4
163,2,3,6,8,4.2
164,2,7,9,2,3.3
165,1,7,3,1,3.4
166,8,3,3,10,4.8
167,3,2,2,9,3.5
168,2,9,2,3,1.2
169,3,5,7,2,3.6
170,2,3,7,5,3.4
171,3,8,5,4,4.6
172,7,9,9,9,1.0
173,5,6,9,6,5.0
174,6,10,4,8,1.3
175,4,3,7,5,2.0
176,1,8,6,3,1.7
177,1,9,7,1,4.1
178,1,3,4,9,1.7
179,7,2,1,1,1.4
180,4,3,6,7,3.8
181,8,1,4,10,2.5
182,4,1,2,4,3.6
183,5,4,9,7,1.3
184,6,1,1,10,1.4
185,7,9,8,3,4.6
186,2,6,4,2,1.4
187,3,1,2,1,4.8
188,7,4,9,1,4.7
189,1,9,9,6,4.4
190,3,1,6,9,2.1
191,1,4,8,2,2.8
192,7,8,9,9,3.3
193,5,9,3,1,3.5
194,4,8,1,2,4.5
195,4,8,8,9,2.8
196,1,3,3,2,5.0
197,4,5,10,10,3.1
198,4,6,3,10,2.8
199,5,3,1,1,1.5
200,3,3,2,5,2.1
201,7,5,4,1,3.7
202,5,5,9,5,3.2
203,2,10,3,4,4.9
204,2,8,3,5,4.3
205,6,2,2,5,3.8
206,3,5,6,8,4.7
207,3,8,8,8,4.7
208,3,6,2,4,3.0
209,6,10,5,4,4.1
210,4,3,9,1,1.2
211,7,1,3,6,3.3
212,7,4,2,7,3.6
213,5,2,7,1,2.6
214,5,4,10,4,4.3
215,7,7,2,1,3.7
216,8,10,3,9,2.4
217,5,3,8,2,1.4
218,1,4,7,9,4.1
219,3,3,6,3,1.6
220,6,2,5,9,3.4
221,7,4,9,4,3.7
222,3,4,3,5,4.2
223,8,7,6,5,4.6
224,8,1,3,6,2.3
225,2,5,1,6,1.7
226,5,7,6,3,4.5
227,6,7,7,6,2.0
228,2,1,3,8,3.3
229,8,9,5,2,1.6
230,4,10,5,5,2.7
231,2,4,8,4,4.1
232,7,8,10,5,4.9
233,7,4,8,3,1.8
234,7,6,10,1,2.1
235,6,7,3,7,3.6
236,3,1,8,10,2.5
237,5,5,5,4,4.0
238,7,3,7,4,2.9
239,4,7,7,2,4.9
240,1,7,8,7,3.1
241,3,6,5,9,1.2
242,1,2,1,1,2.5
243,1,10,10,3,3.5
244,1,1,4,1,2.1
245,7,9,2,3,3.4
246,7,1,1,2,2.3
247,7,2,8,7,2.0
248,7,10,2,9,3.7
249,4,6,3,2,2.5
250,8,5,5,5,3.3
251,1,3,7,3,3.4
252,8,3,10,5,1.9
253,1,7,1,7,3.3
254,3,3,3,8,3.0
255,3,4,1,3,2.6
256,3,3,4,2,1.8
257,8,2,3,7,1.3
258,6,10,1,4,4.7
259,8,3,5,4,4.0
260,6,3,1,6,3.5
261,1,7,2,4,2.3
262,4,6,1,7,4.9
263,4,8,9,5,3.0
264,2,4,2,5,2.0
265,5,6,7,10,1.6
266,6,1,8,10,2.5
267,5,3,1,1,2.5
268,3,9,7,3,4.0
269,4,9,3,7,4.9
270,2,5,10,5,2.0
271,3,7,8,2,4.2
272,3,10,5,2,4.4
273,5,2,2,2,3.6
274,2,2,3,2,4.1
275,1,5,6,2,3.7
276,3,6,10,4,3.1
277,5,2,8,4,4.2
278,4,1,4,2,5.0
279,6,5,10,5,3.7
280,6,6,7,5,2.8
281,7,8,4,5,3.8
282,6,8,4,1,4.9
283,7,2,9,5,4.8
284,1,2,7,6,1.9
285,7,1,5,8,1.4
286,2,4,4,3,2.8
287,4,5,4,3,1.7
288,3,7,6,2,2.9
289,5,1,4,10,1.2
290,2,3,7,8,4.8
291,1,5,5,6,4.8
292,2,8,1,9,3.2
293,1,1,9,7,1.9
294,8,3,6,9,5.0
295,5,5,7,4,2.1
296,1,3,9,7,4.4
297,7,4,5,4,1.9
298,8,7,4,9,3.3
299,3,6,6,3,2.9
300,7,2,6,8,3.3
301,7,6,4,10,3.5
302,5,6,7,2,3.9
303,7,5,8,9,2.0
304,4,6,9,7,2.0
305,5,2,4,5,3.9
306,7,5,10,8,5.0
307,2,10,3,10,1.9
308,6,1,2,3,3.6
309,1,9,1,7,1.4
310,6,8,7,7,3.9
311,8,2,10,10,2.3
312,7,4,4,10,3.9
313,2,9,8,8,1.3
314,6,9,5,4,4.5
315,2,2,6,1,1.3
316,8,5,3,4,2.4
317,6,5,2,6,2.1
318,3,1,6,1,1.3
319,4,5,5,3,3.2
320,8,4,5,6,2.5
321,2,3,8,4,2.7
322,2,10,8,5,4.1
323,3,4,8,10,2.2
324,7,10,3,10,4.0
325,2,1,9,8,1.0
326,4,1,10,3,1.2
327,6,6,4,10,2.4
328,4,8,5,6,4.6
329,7,4,2,2,1.8
330,5,6,4,10,2.4
331,8,8,10,8,1.5
332,4,2,3,3,3.9
333,1,6,10,4,1.1
334,4,9,6,5,4.2
335,1,7,4,9,4.4
336,7,6,5,1,3.2
337,8,4,6,7,1.0
338,4,5,6,5,3.9
339,4,1,9,1,2.4
340,8,8,8,8,2.1
341,4,3,7,9,2.6
342,2,10,1,8,2.7
343,1,7,7,5,1.1
344,2,1,4,5,1.2
345,3,1,3,4,2.9
346,2,4,4,8,3.4
347,4,3,2,1,4.3
348,6,7,2,5,3.0
349,7,3,6,2,3.9
350,6,9,6,1,2.7
351,7,3,8,9,3.1
352,4,4,5,7,1.8
353,2,10,3,4,4.2
354,1,6,2,8,1.7
355,8,4,9,3,4.9
356,5,6,10,3,4.7
357,4,10,9,1,2.1
358,6,6,4,3,1.8
359,6,4,9,9,1.1
360,2,10,8,2,5.0
361,4,4,3,4,4.1
362,5,8,2,5,4.9
363,6,10,1,6,3.7
364,8,8,9,1,3.3
365,8,2,4,6,2.6
366,7,2,10,9,4.7
367,5,5,10,7,3.9
368,5,10,10,3,3.6
369,2,4,6,7,1.3
370,1,1,4,7,2.1
371,6,3,4,1,4.3
372,3,7,3,10,2.0
373,1,4,4,7,3.4
374,4,3,2,9,4.1
375,1,4,8,10,4.1
376,4,8,5,6,1.0
377,8,6,10,4,4.9
378,8,6,7,5,1.5
379,7,7,6,2,4.0
380,8,5,3,10,3.0
381,3,4,7,7,3.6
382,5,3,5,2,1.7
383,7,10,4,9,2.9
384,6,9,10,7,4.4
385,1,7,4,10,3.6
386,4,10,10,9,3.0
387,4,3,9,4,5.0
388,2,9,1,2,2.6
389,6,7,8,6,1.4
390,1,2,4,9,4.5
391,6,6,2,9,1.1
392,2,4,7,3,2.1
393,8,3,9,4,3.4
394,4,8,3,9,4.4
395,7,5,1,5,3.3
396,3,10,4,7,1.4
397,1,7,1,3,4.4
398,5,5,7,4,1.6
399,8,7,5,2,2.9
400,4,6,7,10,4.9
401,7,3,4,4,1.2
402,5,4,7,9,2.7
403,6,10,1,6,1.1
404,2,4,6,10,2.2
405,6,9,8,10,4.0
406,5,1,8,5,4.4
407,7,10,7,5,4.7
408,3,7,6,10,3.1
409,8,4,10,2,4.3
410,2,3,10,4,2.0
411,3,6,10,5,2.2
412,5,10,5,9,4.2
413,3,5,5,1,4.3
414,8,9,10,4,3.6
415,6,10,9,1,2.5
416,2,2,8,7,1.2
417,7,9,4,8,2.4
418,8,3,2,8,4.3
419,6,9,4,2,2.3
420,4,9,10,3,2.4
421,4,9,3,5,4.7
422,6,7,5,8,4.3
423,6,4,7,5,1.7
424,7,5,4,8,2.2
425,3,1,10,6,1.8
426,7,5,3,3,1.6
427,2,8,5,3,1.8
428,1,3,1,9,2.8
429,5,3,5,5,2.3
430,2,4,5,10,4.6
431,2,7,7,2,2.5
432,2,6,1,8,3.6
433,5,6,4,2,3.8
434,1,9,2,5,2.6
435,1,5,4,6,4.8
436,5,5,9,10,1.7
437,7,10,2,10,4.6
438,6,4,6,8,4.9
439,8,10,3,5,3.9
440,3,8,5,8,1.1
441,3,3,9,6,1.0
442,1,6,5,9,4.4
443,7,2,1,8,3.9
444,6,3,8,4,2.1
445,5,4,1,1,1.5
446,4,2,1,8,3.9
447,3,1,9,6,4.1
448,2,5,8,6,3.7
449,1,1,9,3,2.0
450,4,6,1,8,1.4
451,1,9,6,2,3.1
452,4,5,7,5,4.2
453,5,7,6,5,4.3
454,7,10,2,1,4.7
455,4,5,8,1,4.8
456,5,2,3,3,4.4
457,2,9,7,1,3.3
458,7,7,10,3,4.5
459,5,4,3,9,3.7
460,7,7,6,6,1.6
461,1,1,10,7,4.2
462,6,8,7,4,4.5
463,4,4,6,8,3.3
464,6,9,10,2,3.5
465,6,8,7,4,2.1
466,7,8,4,9,3.9
467,2,7,9,7,3.0
468,6,1,7,1,1.3
469,1,6,3,8,4.7
470,2,4,2,9,4.7
471,1,6,7,3,2.0
472,5,3,7,10,4.8
473,4,9,1,9,2.2
474,7,5,3,4,2.1
475,2,10,1,10,3.6
476,2,7,2,4,4.9
477,7,5,3,10,4.8
478,5,9,5,10,2.1
479,4,1,6,2,1.9
480,6,10,1,10,4.6
481,6,2,10,10,4.1
482,6,6,2,5,1.8
483,7,7,2,5,4.6
484,6,8,9,5,3.8
485,6,1,1,10,3.5
486,5,10,4,1,2.9
487,5,7,2,9,4.7
488,6,8,9,2,1.1
489,3,5,2,4,2.0
490,6,6,7,1,3.4
491,1,1,6,1,1.2
492,6,3,4,6,4.8
493,6,4,9,8,3.2
494,8,10,3,9,2.5
495,3,2,1,1,1.3
496,8,3,8,2,1.3
497,1,6,6,3,4.9
498,5,2,4,8,2.6
499,6,1,6,8,1.8
500,8,8,6,9,3.7
501,8,3,10,10,4.9
502,3,1,9,8,4.7
503,3,1,6,9,2.1
504,1,4,7,10,1.8
505,3,7,6,10,1.9
506,7,9,5,5,1.9
507,1,4,5,6,2.2
508,2,9,4,10,4.8
509,1,6,2,4,1.8
510,4,3,7,3,3.2
511,3,6,9,10,4.9
512,5,4,5,3,3.4
513,2,9,4,3,3.3
514,3,1,5,5,2.0
515,3,1,6,5,2.4
516,5,4,5,10,3.0
517,4,8,4,2,3.0
518,8,6,8,10,2.4
519,6,10,8,8,4.5
520,3,3,3,9,2.6
521,4,3,5,6,2.4
522,1,6,1,4,2.2
523,1,6,9,4,2.5
524,3,10,9,1,3.7
525,8,8,9,3,3.4
526,8,2,2,9,4.6
527,8,9,10,10,3.7
528,7,2,6,3,5.0
529,1,5,3,2,4.6
530,4,10,3,3,1.2
531,6,5,5,7,1.9
532,7,3,4,2,2.6
533,3,7,10,6,1.2
534,3,10,2,8,3.3
535,2,1,7,2,2.4
536,4,3,5,6,1.3
537,3,6,6,10,1.9
538,5,8,6,3,1.3
539,4,3,2,5,4.5
540,7,9,7,5,4.9
541,6,5,9,4,4.9
542,2,10,1,3,2.3
543,6,5,9,1,3.6
544,5,8,5,10,3.3
545,8,1,9,5,3.2
546,7,3,3,2,4.8
547,1,7,1,2,4.6
548,6,5,5,4,3.6
549,8,10,10,2,2.0
550,5,6,9,4,2.9
551,7,1,8,10,2.8
552,2,10,2,1,1.6
553,8,5,3,6,4.9
554,4,9,2,8,2.9
555,3,10,2,8,4.2
556,6,3,7,6,3.5
557,7,5,1,3,4.1
558,2,3,4,1,2.8
559,7,4,7,9,2.2
560,6,6,10,6,3.9
561,5,5,10,1,4.5
562,5,10,2,6,1.8
563,1,6,4,9,4.2
564,6,7,1,9,3.1
565,6,10,7,1,3.1
566,4,5,3,6,3.6
567,7,7,7,10,3.0
568,1,10,3,2,4.3
569,8,2,6,4,4.2
570,5,4,4,2,4.0
571,5,5,6,9,4.3
572,4,1,2,4,4.4
573,2,9,9,6,5.0
574,6,1,7,9,1.3
575,6,6,6,4,2.8
576,4,1,3,8,3.6
577,1,3,9,8,2.9
578,2,10,3,6,4.9
579,3,10,10,2,2.1
580,7,3,8,10,3.6
581,3,3,7,5,2.9
582,8,6,6,4,2.5
583,2,6,4,10,1.7
584,2,8,6,5,1.4
585,5,5,3,2,3.0
586,5,1,5,5,4.7
587,7,6,5,1,1.2
588,5,7,4,2,1.9
589,8,5,3,10,3.7
590,2,9,4,10,3.4
591,4,2,2,4,2.3
592,3,4,4,7,2.5
593,4,5,6,10,3.5
594,7,8,6,3,4.4
595,4,9,5,6,3.9
596,8,1,1,6,3.7
597,7,3,6,1,3.4
598,7,1,6,4,2.4
599,4,10,4,4,2.6
600,7,4,7,6,4.0
601,2,9,1,10,4.5
602,7,8,7,10,3.0
603,3,5,7,6,1.6
604,8,2,3,7,3.9
605,2,9,3,5,1.8
606,1,1,5,5,1.5
607,7,6,10,10,4.5
608,6,8,6,4,1.6
609,5,2,2,10,4.5
610,5,5,8,5,3.7
611,7,9,7,9,4.4
612,2,10,9,6,4.7
613,7,7,10,10,4.6
614,4,3,9,10,2.0
615,2,10,6,3,4.8
616,8,4,6,2,1.9
617,2,2,10,9,4.0
618,6,8,8,6,2.5
619,2,6,4,2,5.0
620,7,3,1,2,4.7
621,6,2,2,7,4.3
622,5,10,1,8,1.9
623,1,4,9,6,3.2
624,6,1,8,9,2.4
625,7,2,10,8,2.6
626,1,7,1,9,1.9
627,1,4,1,3,4.3
628,3,4,8,6,2.2
629,3,8,4,1,3.9
630,1,5,6,5,5.0
631,2,6,1,5,4.0
632,8,10,10,9,2.6
633,8,4,9,8,2.4
634,8,2,7,6,1.5
635,2,10,5,3,4.9
636,5,8,6,5,5.0
637,3,8,1,6,2.4
638,4,1,9,5,2.3
639,7,5,9,4,2.8
640,4,9,9,10,2.2
641,1,5,10,1,3.3
642,5,9,4,1,4.1
643,8,1,7,4,4.0
644,1,1,3,8,4.4
645,7,7,9,10,3.2
646,8,6,8,10,4.3
647,6,3,9,4,3.0
648,3,4,2,7,3.7
649,5,5,4,4,2.3
650,7,4,7,3,1.7
651,7,8,10,6,2.4
652,2,8,6,5,4.5
653,7,3,1,10,4.7
654,8,8,8,3,1.7
655,2,10,8,1,1.0
656,2,4,6,2,3.4
657,1,5,9,6,2.0
658,5,7,10,4,3.5
659,6,2,5,4,3.1
660,5,8,9,5,2.5
661,2,2,8,9,4.6
662,1,9,10,2,1.4
663,7,8,6,6,4.1
664,1,9,10,3,2.6
665,5,2,5,10,1.1
666,1,4,7,5,3.1
667,7,10,1,9,2.9
668,7,10,3,10,4.7
669,6,9,6,8,4.8
670,7,8,2,5,5.0
671,6,7,4,5,2.7
672,1,3,10,8,4.6
673,5,8,9,1,2.8
674,5,2,9,10,3.6
675,6,6,8,6,3.8
676,8,4,4,7,3.6
677,1,3,5,5,2.8
678,2,1,6,3,3.2
679,6,3,5,8,4.5
680,7,10,9,3,2.9
681,4,4,9,6,1.7
682,3,9,1,5,2.8
683,3,8,1,8,4.4
684,5,10,9,9,2.3
685,1,3,8,2,2.5
686,1,7,7,8,1.9
687,4,10,1,4,2.0
688,6,4,5,10,4.4
689,6,10,3,3,4.1
690,6,9,4,7,4.7
691,2,3,10,3,2.1
692,3,4,8,3,4.7
693,6,6,9,10,1.4
694,2,7,5,1,4.0
695,8,8,7,6,3.7
696,6,8,2,5,3.4
697,5,1,8,10,1.2
698,1,7,6,3,4.8
699,8,8,8,4,1.8
700,1,9,5,3,4.3
701,4,10,2,1,2.2
702,1,9,4,4,2.0
703,2,5,6,2,1.3
704,2,5,3,8,1.6
705,5,10,5,5,2.3
706,2,5,8,8,5.0
707,2,8,5,5,4.4
708,6,10,7,10,4.1
709,4,4,9,9,4.9
710,7,10,9,5,2.1
711,8,9,6,4,3.0
712,6,5,4,3,2.3
713,3,10,8,1,2.5
714,1,2,4,6,1.6
715,7,1,6,2,2.5
716,7,3,8,3,1.3
717,3,9,5,3,3.6
718,4,4,2,5,1.4
719,7,3,1,9,1.3
720,2,7,8,6,4.8
721,5,2,8,4,2.2
722,1,3,4,5,2.3
723,3,9,4,4,4.6
724,8,4,4,6,1.0
725,6,8,4,6,4.7
726,7,6,7,2,1.5
727,7,9,4,1,1.5
728,3,2,1,8,2.9
729,8,9,6,5,2.4
730,8,6,10,9,3.1
731,4,1,4,10,1.9
732,5,1,1,5,4.6
733,6,8,10,2,3.7
734,6,4,9,4,4.7
735,7,5,5,4,4.8
736,6,3,5,1,4.3
737,1,6,6,6,3.5
738,5,3,9,10,1.9
739,2,2,6,7,1.9
740,6,5,1,10,3.7
741,8,10,4,5,1.7
742,4,7,10,2,1.7
743,3,2,3,8,3.3
744,6,5,8,5,1.7
745,7,4,1,9,1.7
746,1,8,10,1,1.0
747,7,6,2,8,2.7
748,1,2,2,7,1.6
749,3,5,4,6,4.0
750,5,8,6,4,2.9
751,7,8,1,9,3.4
752,1,4,5,8,2.7
753,4,9,2,8,2.8
754,8,6,8,8,3.4
755,5,10,9,9,3.3
756,4,7,5,8,3.6
757,7,2,9,1,2.0
758,6,9,2,8,2.7
759,2,8,2,3,2.2
760,6,4,3,3,2.8
761,7,4,10,9,3.6
762,7,8,3,9,4.5
763,2,5,7,9,3.4
764,3,1,7,3,1.0
765,2,9,3,7,4.7
766,5,9,6,2,2.8
767,1,6,4,5,3.7
768,8,2,9,4,2.8
769,8,10,9,10,2.5
770,8,8,4,8,4.2
771,8,8,5,10,2.2
772,8,4,6,8,3.2
773,2,8,3,1,1.6
774,8,8,9,10,1.5
775,3,3,5,7,4.5
776,4,5,9,7,4.0
777,1,10,8,8,2.6
778,4,2,10,7,5.0
779,4,3,7,1,3.1
780,2,5,6,9,2.4
781,4,5,8,8,1.4
782,8,9,6,1,3.0
783,2,7,10,9,2.0
784,4,10,2,7,4.2
785,1,4,4,10,2.4
786,1,3,10,2,1.4
787,6,10,3,7,4.1
788,8,9,7,10,1.5
789,8,3,4,5,2.1
790,4,6,5,2,2.0
791,4,5,6,3,4.3
792,7,8,3,1,4.0
793,4,7,5,8,1.9
794,1,5,10,5,3.8
795,6,6,7,9,2.5
796,4,1,5,4,1.1
797,7,3,2,1,3.9
798,8,7,3,1,1.5
799,3,7,2,7,1.4
800,7,7,3,4,1.2
801,3,7,8,1,3.4
802,8,6,5,1,3.5
803,2,3,7,4,3.9
804,8,8,4,10,1.3
805,5,3,6,3,3.5
806,5,4,4,10,1.7
807,6,6,2,8,4.2
808,1,5,4,3,1.9
809,1,10,3,5,4.1
810,6,9,6,2,3.4
811,8,6,7,3,2.6
812,4,8,1,1,4.6
813,3,2,3,5,3.4
814,1,10,7,6,2.9
815,6,7,5,10,3.9
816,8,8,1,8,1.4
817,6,9,2,2,3.4
818,5,7,6,5,1.6
819,8,10,10,5,3.0
820,8,9,3,9,3.9
821,1,8,3,4,1.4
822,7,2,4,4,2.1
823,3,3,5,7,3.7
824,5,3,7,10,3.8
825,4,6,1,7,1.7
826,7,6,6,5,1.3
827,8,7,3,4,1.1
828,3,6,10,8,4.7
829,8,9,1,6,1.6
830,3,10,3,8,1.9
831,4,2,1,1,3.0
832,2,9,8,7,2.8
833,5,1,10,7,4.9
834,1,2,3,10,2.1
835,8,5,4,7,4.8
836,1,8,7,2,2.2
837,7,9,10,6,2.0
838,3,10,2,1,1.0
839,6,10,1,5,2.5
840,7,3,7,9,4.9
841,8,9,8,2,4.1
842,8,10,2,8,1.3
843,1,9,2,9,1.7
844,2,9,8,6,4.7
845,2,9,7,10,2.9
846,4,2,2,1,2.9
847,6,5,6,3,4.0
848,6,9,9,4,2.5
849,8,2,8,8,1.1
850,1,7,10,7,2.5
851,6,5,4,7,4.2
852,7,1,3,7,2.9
853,3,8,2,10,1.3
854,4,3,8,2,2.3
855,4,5,10,1,3.4
856,1,1,6,3,4.6
857,7,5,4,9,1.0
858,4,9,5,1,4.2
859,4,6,8,2,3.1
860,1,6,5,2,2.7
861,6,3,5,1,2.0
862,8,4,1,9,3.7
863,1,8,5,7,1.5
864,7,3,8,7,4.3
865,2,5,10,7,1.3
866,6,3,6,4,2.4
867,7,4,6,4,3.5
868,1,2,8,2,4.6
869,2,8,5,3,4.0
870,6,6,9,8,2.8
871,3,7,2,2,4.3
872,5,5,3,4,3.6
873,4,5,10,5,1.5
874,1,8,3,4,2.7
875,4,7,9,1,4.7
876,1,1,3,6,3.2
877,8,6,9,10,3.2
878,3,7,1,9,1.1
879,1,9,8,4,3.3
880,6,9,7,10,1.7
881,3,6,10,1,4.5
882,5,7,6,3,1.3
883,8,10,9,9,2.4
884,1,7,5,2,1.3
885,6,8,9,6,1.0
886,7,9,9,3,2.1
887,2,9,5,10,3.2
888,5,8,5,9,3.7
889,6,8,10,7,3.5
890,4,1,1,7,4.3
891,6,1,4,5,4.7
892,5,8,5,1,2.7
893,6,1,10,7,3.8
894,4,9,1,4,2.4
895,6,10,7,4,2.1
896,1,3,10,10,2.6
897,4,5,10,1,4.3
898,4,7,2,9,3.2
899,4,7,6,6,2.3
900,3,10,3,1,3.4
901,7,5,5,8,1.6
902,1,1,5,6,1.9
903,5,3,3,6,3.7
904,5,2,9,9,3.8
905,7,9,3,2,1.2
906,5,5,7,7,3.0
907,1,4,3,3,1.8
908,4,9,5,3,3.5
909,3,9,8,4,3.2
910,5,3,2,8,3.9
911,5,9,9,3,2.5
912,5,1,1,2,1.9
913,7,7,6,2,2.1
914,1,5,7,10,1.1
915,8,7,1,10,1.4
916,1,1,7,7,1.9
917,1,10,3,3,1.8
918,4,6,4,5,4.0
919,8,9,10,10,3.4
920,8,6,6,3,1.7
921,1,3,7,5,2.0
922,3,10,6,3,4.0
923,5,2,4,3,2.1
924,1,5,5,9,1.6
925,5,9,8,5,2.9
926,4,4,2,7,3.5
927,4,10,10,9,1.2
928,3,9,10,8,2.3
929,7,1,2,5,4.0
930,1,5,5,3,3.4
931,3,6,5,2,3.1
932,6,5,3,7,3.9
933,7,7,3,6,2.0
934,1,1,3,7,4.0
935,5,7,2,3,4.6
936,6,8,10,8,4.6
937,4,8,8,10,3.7
938,3,9,7,10,4.8
939,2,3,9,8,3.2
940,7,9,6,3,3.2
941,6,6,9,2,1.5
942,5,7,1,3,1.3
943,6,3,3,8,3.1
944,3,2,1,1,3.0
945,6,6,1,1,1.1
946,4,2,2,9,2.9
947,2,7,10,1,4.1
948,3,2,10,1,4.6
949,2,7,5,2,3.9
950,3,2,7,4,3.6
951,3,6,9,6,4.8
952,5,6,8,7,1.2
953,1,5,1,2,4.4
954,5,6,4,9,3.7
955,8,5,6,8,4.8
956,3,4,7,7,2.0
957,8,1,9,8,3.4
958,4,10,1,6,1.8
959,4,8,7,9,1.0
960,7,7,2,1,1.3
961,1,8,3,10,2.3
962,7,9,5,7,1.3
963,8,10,3,8,2.1
964,1,2,6,3,2.2
965,3,10,5,8,4.3
966,2,5,7,9,2.0
967,5,4,7,1,2.0
968,6,8,8,5,3.6
969,8,4,10,5,4.5
970,2,2,2,4,5.0
971,1,1,7,6,4.1
972,6,4,6,4,4.9
973,8,2,6,10,1.3
974,4,9,1,2,2.0
975,8,3,8,2,2.6
976,3,7,4,10,4.0
977,3,8,9,8,3.6
978,8,7,3,6,4.5
979,1,10,5,1,1.7
980,7,4,2,6,3.4
981,6,8,8,5,4.8
982,4,3,8,7,1.3
983,4,10,4,5,4.0
984,4,6,2,6,1.5
985,6,1,5,2,2.1
986,3,9,5,6,4.0
987,4,6,7,5,4.6
988,1,5,5,5,3.5
989,8,1,4,2,1.5
990,6,1,5,10,4.4
991,2,4,1,5,3.4
992,4,3,3,6,1.6
993,6,5,2,7,3.4
994,4,1,1,4,4.8
