worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
298,7,5,10,2,4.2
299,7,7,6,3,2.5
300,6,5,6,5,3.4
301,3,7,6,6,4.7
302,2,4,6,1,1.4
303,6,9,7,10,3.8
304,2,1,7,6,1.5
305,1,3,7,9,1.6
306,2,10,6,5,1.1
307,6,8,5,3,4.8
308,4,7,5,8,2.5
309,3,9,8,7,1.3
310,3,4,5,8,4.2
311,2,6,5,5,4.5
312,7,4,7,1,2.0
313,4,9,10,7,1.5
314,2,5,8,1,1.9
315,3,2,9,6,2.2
316,4,1,7,7,2.4
317,5,9,9,9,4.1
318,2,8,8,6,4.6
319,1,7,7,7,3.1
320,2,9,9,1,1.5
321,3,6,6,10,2.1
322,4,1,8,1,4.8
323,6,8,9,10,2.4
324,7,10,7,4,1.1
325,7,6,9,2,2.8
326,6,2,7,4,1.1
327,2,6,5,8,1.5
328,5,3,7,10,1.8
329,1,6,7,1,2.5
330,8,7,8,7,2.8
331,3,5,7,6,3.4
332,3,4,7,2,1.5
333,3,5,6,4,4.5
334,6,4,8,4,4.9
335,1,1,7,4,1.4
336,5,10,7,9,2.1
337,8,4,8,5,2.0
338,2,1,10,2,1.1
339,6,5,7,8,3.2
340,4,9,8,2,2.5
341,2,4,5,3,4.6
342,6,1,8,3,2.5
343,6,3,6,4,2.0
344,1,8,8,2,3.6
345,8,6,8,2,3.7
346,4,9,6,3,3.3
347,8,6,10,4,4.6
348,3,6,6,7,3.9
349,2,8,7,5,4.7
350,7,7,6,6,1.2
351,8,1,9,5,3.3
352,8,1,9,7,4.1
353,8,5,9,3,4.0
354,5,6,7,5,4.5
355,7,3,5,9,4.7
356,5,4,7,8,4.5
357,4,1,6,8,1.3
358,6,5,9,5,2.5
359,8,6,5,10,4.4
360,7,4,8,5,3.1
361,5,10,7,2,3.9
362,6,9,6,1,2.4
363,7,1,5,10,4.4
364,7,2,10,4,1.5
365,7,3,8,2,4.0
366,5,3,6,5,2.9
367,7,3,8,6,1.5
368,8,4,7,5,3.9
369,1,1,10,10,3.3
370,7,6,5,1,1.8
371,4,2,6,3,3.3
372,2,2,6,8,1.4
373,7,8,10,6,1.4
374,1,4,6,2,3.3
375,8,1,9,6,2.6
376,6,10,8,7,3.0
377,2,2,8,8,4.9
378,3,6,5,5,4.4
379,1,5,7,5,3.4
380,8,2,6,4,2.6
381,6,4,10,10,1.9
382,3,7,6,9,2.2
383,1,3,9,8,4.0
384,1,2,7,8,3.4
385,6,6,7,7,3.6
386,6,9,10,6,1.4
387,4,3,9,4,1.8
388,1,4,6,9,1.8
389,5,10,8,7,3.2
390,3,4,6,8,3.7
391,5,6,10,1,4.2
392,5,8,8,3,2.1
393,4,8,9,9,3.4
394,4,6,6,3,4.6
395,2,7,10,6,1.8
396,5,7,7,4,1.1
397,8,6,8,6,4.8
398,7,10,9,6,4.0
399,1,1,10,5,3.0
400,7,9,6,3,1.2
401,8,5,5,3,4.6
402,8,7,7,8,4.0
403,1,4,6,9,2.8
404,4,9,5,2,3.1
405,8,8,5,9,2.4
406,4,10,6,10,4.5
407,2,8,9,2,3.8
408,7,10,9,8,1.1
409,1,6,8,3,3.4
410,1,10,9,10,4.2
411,8,9,5,3,2.1
412,8,2,8,2,4.9
413,4,10,8,4,4.3
414,1,9,5,2,2.3
415,5,5,10,9,3.9
416,5,5,6,8,2.2
417,6,9,7,5,3.1
418,5,5,7,7,4.0
419,7,10,9,6,4.7
420,6,5,10,7,2.5
421,4,4,10,1,3.6
422,3,2,7,2,3.5
423,4,6,8,5,4.2
424,1,3,6,2,2.8
425,5,3,6,6,4.5
426,7,8,7,10,4.7
427,5,4,7,3,2.1
428,3,1,8,7,2.0
429,7,5,10,1,2.4
430,1,7,8,4,1.0
431,8,8,10,4,1.3
432,7,5,10,2,3.6
433,7,4,7,1,1.0
434,1,9,9,1,1.8
435,7,2,10,4,3.2
436,4,1,10,2,3.8
437,5,6,8,2,4.0
438,2,4,10,10,1.0
439,6,3,7,1,3.7
440,5,7,9,8,3.9
441,4,10,5,3,3.6
442,8,9,5,4,4.1
443,8,6,7,3,2.7
444,5,4,5,4,2.3
445,2,1,6,10,2.5
446,2,8,5,1,3.3
447,3,9,10,4,3.2
448,8,5,8,8,2.2
449,4,7,6,5,3.8
450,4,4,10,9,1.5
451,4,5,5,7,2.0
452,2,9,10,4,3.0
453,6,3,9,2,4.8
454,4,1,6,3,1.2
455,1,5,7,2,4.7
456,8,7,8,7,4.1
457,2,5,10,6,2.5
458,6,1,10,9,1.6
459,6,2,9,10,2.9
460,1,8,8,2,2.8
461,7,4,9,2,1.1
462,6,9,10,2,4.9
463,4,7,6,4,3.1
464,7,8,10,6,4.7
465,2,8,8,6,2.7
466,1,6,9,7,2.4
467,8,8,10,2,3.5
468,6,9,7,1,4.9
469,5,4,10,6,4.6
470,1,2,6,10,1.7
471,7,6,6,3,3.5
472,7,1,9,5,1.7
473,1,8,5,2,3.1
474,2,7,6,5,4.5
475,1,7,9,2,1.4
476,2,2,7,9,3.1
477,1,10,6,10,2.5
478,4,6,6,10,2.8
479,6,4,7,7,3.4
480,5,7,10,6,3.8
481,4,4,6,4,1.6
482,8,10,9,5,4.0
483,6,6,8,2,2.1
484,6,4,9,2,4.3
485,4,9,8,5,2.0
486,5,9,6,6,3.3
487,1,7,5,6,4.5
488,1,2,7,10,2.2
489,4,7,7,10,4.1
490,6,8,7,4,3.2
491,3,1,6,8,3.2
492,4,9,7,2,4.5
493,5,4,7,1,4.8
494,4,3,6,2,1.5
495,6,6,6,1,4.9
496,2,6,6,2,3.4
497,1,9,8,5,3.6
498,2,8,6,1,2.5
499,5,3,9,4,4.1
500,2,3,9,2,3.4
501,6,9,5,3,2.0
502,8,2,5,10,3.8
503,4,4,9,5,3.5
504,6,4,9,5,4.5
505,6,1,5,5,1.5
506,7,4,5,1,3.0
507,3,4,8,8,3.8
508,2,6,9,1,3.0
509,8,7,7,5,4.5
510,2,6,6,1,3.5
511,1,9,10,4,1.9
512,6,5,6,10,4.4
513,6,6,10,7,2.1
514,5,4,9,7,1.3
515,2,7,8,4,4.4
516,5,6,7,2,2.0
517,2,5,10,3,4.6
518,4,3,9,2,1.8
519,2,8,6,9,4.6
520,2,6,7,9,3.1
521,1,10,8,10,2.3
522,8,5,10,3,1.4
523,2,5,7,7,4.9
524,2,9,10,3,2.4
525,1,2,9,1,2.7
526,3,1,7,9,2.0
527,4,7,8,9,3.6
528,5,3,5,1,4.4
529,8,1,5,10,2.1
530,1,4,5,1,3.7
531,6,4,9,10,3.5
532,6,7,8,1,4.9
533,6,9,8,3,1.6
534,7,9,5,8,1.7
535,6,3,6,1,4.1
536,7,3,5,6,1.1
537,1,8,8,4,1.2
538,2,7,8,8,4.9
539,2,7,7,9,3.1
540,3,6,5,5,2.4
541,7,6,6,5,1.8
542,4,2,8,4,2.1
543,7,9,9,8,4.2
544,4,9,8,3,1.1
545,3,9,9,7,1.0
546,4,6,8,10,1.1
547,5,3,10,8,3.1
548,4,8,9,6,2.6
549,2,7,10,7,3.7
550,3,7,9,4,4.1
551,1,2,8,1,4.9
552,4,7,5,2,2.1
553,5,9,9,8,4.5
554,6,6,5,6,2.7
555,4,5,10,8,1.6
556,7,8,6,7,1.4
557,3,8,7,2,3.4
558,7,4,5,2,4.7
559,8,9,10,7,3.0
560,6,1,5,6,3.0
561,5,8,10,7,2.7
562,1,8,7,9,3.6
563,1,4,8,3,4.1
564,5,10,6,8,3.6
565,2,10,5,8,3.1
566,4,3,7,8,4.0
567,1,9,8,6,4.0
568,6,9,10,5,2.4
569,5,2,7,2,1.3
570,6,8,9,5,3.1
571,4,8,9,7,2.5
572,8,2,7,7,4.7
573,7,10,6,1,4.4
574,5,10,5,4,1.5
575,2,4,9,6,4.2
576,6,7,10,9,3.0
577,2,10,8,7,4.5
578,7,10,5,10,4.6
579,1,2,6,8,1.5
580,8,6,8,1,1.1
581,2,6,8,6,2.1
582,4,5,5,3,4.9
583,5,9,10,8,2.9
584,4,1,10,5,4.3
585,3,6,8,6,2.7
586,4,4,5,4,4.6
587,4,8,6,8,3.5
588,5,1,7,5,1.2
589,8,10,10,9,1.6
590,8,6,10,2,1.7
591,1,8,6,7,3.7
592,8,3,8,2,3.4
593,2,10,8,1,3.7
594,5,10,9,6,2.5
595,7,1,8,10,4.3
596,2,1,10,3,3.3
597,6,6,9,9,4.1
598,4,6,10,10,1.2
599,2,9,9,9,3.4
600,4,2,10,7,2.0
601,8,8,7,7,2.5
602,2,7,10,4,2.2
603,8,6,8,3,3.2
604,4,7,7,10,1.4
605,6,10,8,3,2.4
606,6,6,10,1,2.2
607,4,1,7,5,3.7
608,3,1,6,8,4.5
609,1,5,8,7,1.1
610,4,10,10,7,2.9
611,1,3,5,2,1.8
612,3,2,7,10,4.1
613,5,6,5,9,3.7
614,1,2,7,8,2.0
615,4,8,8,9,1.5
616,7,9,6,7,2.5
617,6,8,7,6,2.6
618,2,6,5,5,2.6
619,4,10,10,2,2.3
620,3,4,8,5,2.6
621,4,4,10,2,4.2
622,2,2,10,9,1.9
623,5,9,10,9,2.9
624,2,6,5,2,3.0
625,1,9,10,8,4.5
626,7,1,6,4,2.7
627,1,2,7,2,3.0
628,3,3,8,7,3.8
629,7,2,6,7,4.1
630,5,8,8,2,4.5
631,4,4,6,2,3.5
632,1,9,9,8,5.0
633,4,7,5,2,2.7
634,8,2,10,7,1.7
635,8,7,5,9,1.9
636,7,5,10,2,1.1
637,8,7,10,5,2.5
638,7,6,6,8,2.9
639,7,10,10,8,2.9
640,6,6,8,2,4.2
641,7,2,5,9,2.3
642,7,2,10,7,4.5
643,6,10,7,6,3.9
644,3,6,6,2,4.1
645,2,10,8,6,3.3
646,1,8,5,10,2.9
647,1,10,10,5,1.5
648,5,5,9,9,5.0
649,7,2,9,8,4.0
650,5,1,9,4,2.6
651,5,5,9,1,3.4
652,6,1,7,1,2.2
653,3,2,10,5,4.5
654,2,2,9,9,1.8
655,3,7,8,7,2.6
656,2,10,7,10,1.7
657,1,3,7,1,3.2
658,8,7,9,9,4.6
659,3,5,5,8,4.3
660,2,10,8,9,4.7
661,5,2,6,1,3.2
662,7,6,10,4,1.8
663,8,7,8,4,2.2
664,1,6,10,6,4.6
665,3,1,7,2,2.4
666,3,7,9,9,2.1
667,4,9,8,6,2.1
668,2,7,10,8,3.7
669,4,6,8,1,3.3
670,3,10,7,5,2.1
671,2,3,8,5,4.3
672,4,1,6,6,2.2
673,1,8,8,3,1.6
674,7,2,9,4,3.1
675,6,7,8,7,1.2
676,3,10,6,6,2.6
677,8,4,9,10,2.0
678,1,10,7,1,3.2
679,5,5,8,1,1.4
680,7,10,7,4,2.9
681,8,6,9,10,1.5
682,3,6,6,2,1.1
683,3,7,10,9,4.9
684,4,5,8,8,1.4
685,3,6,9,8,1.9
686,5,2,6,7,1.5
687,1,8,8,5,1.6
688,8,2,8,4,3.7
689,2,5,9,6,2.3
690,1,1,9,10,4.7
691,2,3,9,9,1.7
692,3,2,8,1,4.8
693,7,9,8,2,4.2
694,2,7,7,2,1.1
695,6,8,9,1,3.7
696,1,4,10,4,2.9
697,2,4,5,2,4.5
698,7,6,10,5,2.7
699,6,2,8,9,1.5
700,3,3,6,5,2.0
701,4,9,5,2,1.7
702,2,7,5,2,3.5
703,7,5,5,8,2.3
704,2,10,9,8,3.6
705,7,4,10,7,2.5
706,6,2,8,8,3.5
707,8,4,6,10,1.7
708,7,7,10,5,2.6
709,5,9,10,3,1.6
710,2,10,6,7,3.0
711,3,5,10,9,4.1
712,7,10,8,3,1.7
713,4,2,5,3,3.7
714,7,2,6,8,4.5
715,4,1,5,8,1.2
716,8,9,5,4,1.4
717,2,4,10,6,5.0
718,2,8,7,3,4.1
719,7,3,8,9,2.9
720,1,5,5,10,2.4
721,2,5,5,4,1.1
722,5,4,8,2,1.0
723,7,5,9,8,1.6
724,5,4,7,6,3.8
725,7,9,9,9,2.6
726,5,1,7,5,2.9
727,8,10,7,2,2.2
728,4,6,5,2,2.5
729,8,2,5,5,3.7
730,6,4,5,3,2.4
731,6,1,7,7,1.5
732,8,3,9,7,4.3
733,4,6,9,8,1.1
734,5,2,8,8,2.0
735,6,1,10,8,4.1
736,7,5,5,8,2.8
737,2,5,7,7,2.0
738,5,7,6,9,3.4
739,4,4,8,6,3.0
740,8,6,8,9,1.2
741,4,2,9,2,3.6
742,3,8,7,8,2.4
743,2,4,10,1,1.2
744,5,8,7,7,4.6
745,5,9,5,6,2.3
746,5,8,8,1,1.9
747,2,1,5,1,2.8
748,1,8,9,8,2.8
749,1,6,10,5,3.7
750,5,3,9,1,3.7
751,2,3,9,4,1.6
752,3,2,9,1,3.3
753,6,5,9,5,3.0
754,4,9,7,10,4.2
755,3,9,9,4,1.1
756,1,9,9,4,2.5
757,6,1,8,3,4.3
758,6,6,7,4,3.8
759,7,2,9,8,1.3
760,3,6,8,2,4.2
761,8,5,10,5,2.7
762,1,1,5,4,3.7
763,5,5,6,6,1.1
764,4,6,7,4,4.7
765,3,9,9,4,2.3
766,8,1,8,6,4.6
767,5,1,6,8,2.5
768,4,6,10,7,1.2
769,2,2,9,6,4.4
770,2,8,10,9,3.7
771,6,1,5,2,4.2
772,1,1,8,10,3.0
773,4,8,9,2,2.4
774,5,10,7,7,4.1
775,1,6,5,6,4.9
776,6,1,6,1,1.7
777,7,8,7,6,4.5
778,1,9,5,2,4.4
779,7,7,6,9,4.5
780,6,9,9,9,3.4
781,2,3,7,7,4.8
782,2,10,7,5,1.4
783,7,3,5,2,2.6
784,4,7,6,2,2.3
785,2,7,9,8,4.2
786,2,6,9,9,4.3
787,8,8,9,7,4.6
788,6,6,5,5,1.4
789,4,10,8,9,3.2
790,6,9,7,8,4.8
791,5,7,5,2,4.6
792,2,5,5,7,5.0
793,5,6,7,8,2.4
794,6,5,9,3,4.3
795,7,5,5,10,1.3
796,5,4,5,6,2.0
797,3,8,5,1,1.6
798,5,6,8,10,1.8
799,6,2,7,5,3.7
800,8,4,10,4,1.7
801,6,1,9,4,2.6
802,7,7,8,9,2.7
803,6,2,6,8,4.5
804,4,8,6,4,4.6
805,4,10,5,4,2.6
806,7,7,10,9,1.5
807,2,9,9,1,3.6
808,1,4,9,6,4.4
809,3,3,6,5,4.8
810,6,10,9,6,4.7
811,2,8,6,1,4.7
812,8,2,6,2,3.4
813,5,10,7,6,1.8
814,8,6,8,1,1.3
815,1,3,9,3,1.6
816,1,1,5,1,1.7
817,6,7,7,3,4.5
818,5,1,9,8,4.9
819,7,10,9,4,4.7
820,8,10,7,2,4.9
821,6,9,6,9,1.6
822,2,5,6,8,3.4
823,4,7,6,9,4.3
824,7,8,7,5,2.5
825,4,1,10,3,4.0
826,6,7,8,5,3.6
827,4,2,5,9,3.6
828,5,1,8,8,1.8
829,5,3,10,1,2.7
830,2,10,9,10,4.3
831,2,10,7,4,2.8
832,5,7,7,4,3.8
833,1,5,9,2,3.5
834,4,10,7,10,2.1
835,6,7,7,2,3.6
836,2,1,9,6,3.0
837,5,5,7,9,3.7
838,1,7,8,8,4.6
839,6,6,9,9,1.2
840,8,1,7,10,3.7
841,1,8,7,1,3.3
842,7,8,5,10,2.4
843,2,9,10,6,1.3
844,7,9,8,8,4.9
845,5,5,5,1,3.9
846,6,5,6,8,1.6
847,4,4,7,7,3.7
848,4,8,7,6,4.8
849,4,9,5,3,4.9
850,7,7,6,5,4.6
851,1,10,8,4,2.5
852,3,8,7,9,2.2
853,7,10,9,10,4.0
854,4,4,6,1,1.5
855,6,4,6,1,4.4
856,1,2,8,10,3.4
857,3,1,8,8,4.8
858,2,4,8,1,1.5
859,6,9,5,8,4.4
860,1,2,9,2,1.4
861,7,4,10,6,4.2
862,4,2,5,5,2.5
863,6,2,6,8,1.5
864,3,4,10,9,1.2
865,6,3,6,10,4.6
866,6,6,9,5,3.4
867,2,2,6,7,2.9
868,3,8,10,5,4.6
869,5,8,8,4,2.2
870,2,10,9,8,3.8
871,2,4,7,1,3.1
872,3,3,5,2,3.8
873,5,4,5,4,1.9
874,3,7,7,10,2.1
875,6,7,7,9,2.3
876,4,5,5,8,3.6
877,1,6,9,8,4.9
878,3,7,7,5,4.6
879,4,9,8,1,2.3
880,1,1,7,3,2.9
881,6,10,8,8,1.3
882,2,6,5,6,5.0
883,3,10,6,7,2.2
884,1,9,6,4,4.2
885,3,1,6,7,2.4
886,2,2,10,9,4.0
887,2,1,9,1,2.9
888,5,3,5,6,5.0
889,6,10,10,6,2.8
890,3,3,8,5,2.6
891,7,8,6,3,4.5
892,3,3,8,1,2.1
893,2,6,10,7,2.2
894,5,6,7,8,3.5
895,5,5,7,7,1.1
896,1,1,9,2,4.3
897,3,3,6,6,4.0
898,3,7,8,10,2.8
899,2,10,10,5,3.5
900,7,7,9,4,3.9
901,3,9,6,5,1.6
902,8,5,9,7,3.8
903,6,9,8,1,2.2
904,3,4,8,1,4.2
905,8,5,6,8,3.2
906,6,1,7,6,3.4
907,6,1,5,9,1.4
908,1,10,7,4,1.5
909,4,2,5,1,3.0
910,5,8,10,5,2.0
911,8,10,6,10,2.5
912,8,2,10,7,1.5
913,6,5,6,4,4.5
914,7,3,9,3,1.6
915,3,9,10,8,2.5
916,7,4,5,6,3.8
917,3,2,6,7,3.5
918,6,4,7,9,3.0
919,6,3,9,5,2.8
920,3,5,6,8,1.8
921,8,6,9,1,3.6
922,5,5,6,9,1.8
923,7,5,5,5,4.1
924,7,10,7,6,3.5
925,1,4,5,1,3.5
926,1,4,5,5,2.1
927,1,8,6,3,4.5
928,3,8,7,7,2.3
929,5,7,9,6,4.4
930,7,4,6,9,3.4
931,4,3,5,2,4.9
932,1,8,9,3,1.2
933,8,2,6,2,3.5
934,2,1,5,2,4.5
935,3,10,10,3,4.4
936,4,1,5,8,4.1
937,2,6,5,10,2.8
938,5,2,8,5,2.0
939,3,3,5,10,3.2
940,8,2,9,1,2.2
941,3,5,9,7,2.6
942,1,5,8,2,4.5
943,2,1,7,4,4.8
944,6,3,6,4,2.6
945,8,3,9,7,2.8
946,5,2,8,7,4.7
947,6,9,5,2,4.9
948,8,10,9,10,3.1
949,6,10,9,6,1.6
950,6,9,8,7,2.7
951,4,10,9,9,3.3
952,2,7,9,8,3.2
953,8,5,10,10,1.8
954,6,9,9,5,1.9
955,2,8,5,4,2.0
956,8,6,5,3,1.4
957,3,7,5,6,2.8
958,4,7,6,4,3.9
959,6,6,6,2,1.1
960,8,4,9,2,2.7
961,6,4,9,1,3.9
962,1,5,8,3,2.1
963,4,2,10,10,2.7
964,2,1,8,6,1.8
965,7,7,8,2,2.1
966,8,10,9,5,4.8
967,1,3,7,10,3.0
968,7,7,8,6,2.9
969,6,9,6,1,2.0
970,2,2,8,2,1.1
971,7,6,5,2,4.2
972,8,2,7,6,2.1
973,2,5,8,7,2.7
974,4,10,6,1,1.3
975,6,2,6,1,4.3
976,4,5,8,2,3.3
977,6,3,6,4,3.9
978,3,9,7,4,3.1
979,6,2,8,8,3.2
980,3,3,6,9,3.5
981,1,5,5,10,2.8
982,8,2,7,4,3.9
983,7,10,6,10,1.3
984,1,4,6,8,4.3
985,3,7,5,3,1.1
986,3,8,7,2,2.9
987,1,1,6,1,3.2
988,7,10,7,10,4.1
989,3,1,6,3,4.5
990,7,5,7,7,3.5
991,7,6,5,9,3.8
992,8,7,6,8,1.6
993,8,5,9,6,4.0
994,5,3,6,7,1.4
