worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
286,8,9,7,10,3.4
287,2,6,7,10,4.7
288,1,10,8,5,3.2
289,5,8,5,5,4.9
290,3,4,9,9,4.0
291,7,3,5,6,3.0
292,8,4,6,4,4.0
293,8,4,10,1,3.2
294,2,2,6,9,3.5
295,8,2,7,5,1.7
296,3,6,10,7,3.9
297,5,8,5,8,1.4
298,3,1,8,5,1.6
299,5,10,5,4,1.4
300,4,8,5,9,3.7
301,4,4,9,4,4.9
302,2,3,6,10,2.9
303,1,3,7,5,1.8
304,2,2,9,3,1.9
305,5,4,6,6,2.8
306,4,5,7,4,4.9
307,5,4,7,5,3.2
308,2,6,6,9,1.9
309,3,3,6,4,2.2
310,4,3,7,4,1.2
311,1,8,5,6,1.3
312,5,10,7,4,1.6
313,6,9,10,7,3.4
314,2,9,9,9,4.1
315,8,4,7,10,4.5
316,2,9,10,9,3.6
317,6,5,10,10,3.2
318,7,8,5,5,3.1
319,7,6,9,8,3.0
320,3,10,6,8,1.4
321,5,5,10,7,1.4
322,3,8,7,2,1.1
323,2,9,7,7,3.2
324,3,2,8,8,1.6
325,5,7,8,7,4.2
326,7,7,9,8,4.6
327,1,8,9,4,3.8
328,7,8,10,7,3.5
329,8,5,5,4,4.8
330,3,7,7,3,4.9
331,1,5,9,3,3.1
332,6,1,6,1,2.8
333,5,8,6,7,4.0
334,7,6,9,5,2.5
335,6,7,7,5,1.9
336,3,8,5,5,4.9
337,6,10,5,10,4.3
338,2,6,9,9,4.1
339,4,3,10,4,4.6
340,6,2,6,7,1.8
341,7,2,10,9,2.0
342,7,3,10,5,1.8
343,3,2,9,4,2.6
344,1,8,8,7,1.6
345,4,5,6,2,2.1
346,2,7,10,3,4.9
347,7,1,5,9,1.1
348,8,6,10,5,3.9
349,5,9,8,2,1.7
350,3,6,8,2,2.4
351,7,1,7,9,3.5
352,2,4,6,3,3.0
353,8,9,10,4,3.0
354,6,3,5,2,3.4
355,1,6,6,9,4.4
356,3,8,8,10,3.6
357,3,5,8,1,1.8
358,8,10,8,2,4.0
359,3,8,10,5,4.9
360,5,4,7,6,1.5
361,5,1,10,2,2.7
362,2,5,8,6,1.8
363,7,2,10,3,1.8
364,3,2,6,9,3.2
365,6,9,8,10,2.1
366,2,5,5,5,1.3
367,1,7,6,4,4.4
368,8,5,10,8,1.9
369,3,4,6,5,1.2
370,6,3,6,9,4.3
371,7,9,8,6,3.8
372,1,3,8,2,1.2
373,6,1,6,2,1.6
374,3,2,8,5,4.9
375,7,10,10,8,3.7
376,1,3,6,6,2.9
377,6,8,6,2,2.8
378,8,3,9,6,2.4
379,1,5,10,10,1.5
380,3,6,7,6,1.7
381,8,7,5,2,4.3
382,7,3,10,4,1.6
383,6,8,9,5,4.9
384,8,10,10,5,1.1
385,4,7,8,1,1.7
386,2,8,10,3,5.0
387,2,10,10,9,1.7
388,4,9,7,2,2.4
389,1,9,5,9,1.6
390,2,5,6,6,4.0
391,8,8,7,6,2.9
392,4,9,9,1,4.5
393,7,1,10,2,2.4
394,3,1,7,9,4.2
395,5,4,5,10,1.2
396,6,4,7,4,2.5
397,8,4,5,3,4.4
398,2,6,8,4,2.3
399,2,2,6,1,1.9
400,7,1,9,4,3.2
401,1,2,5,5,2.0
402,5,9,6,2,1.8
403,2,10,7,8,4.8
404,3,9,9,1,2.1
405,4,10,10,2,2.9
406,1,6,9,1,4.1
407,5,3,8,1,1.7
408,3,2,7,6,3.9
409,6,2,7,5,3.8
410,1,1,10,6,4.1
411,8,2,6,3,2.9
412,1,7,7,3,4.8
413,5,5,6,2,3.9
414,3,1,5,5,1.1
415,5,9,6,6,2.7
416,7,1,6,1,4.4
417,7,2,5,9,1.5
418,5,3,10,3,4.8
419,5,7,8,8,2.8
420,7,6,7,3,2.3
421,2,10,8,5,3.4
422,7,10,9,2,4.4
423,3,8,7,4,3.1
424,5,6,10,10,1.7
425,2,9,7,10,2.6
426,1,9,5,10,3.9
427,7,10,10,8,4.3
428,5,10,6,2,4.9
429,6,7,8,3,3.6
430,5,10,5,4,4.7
431,1,5,10,10,3.3
432,4,5,6,6,4.9
433,7,1,10,9,1.1
434,7,3,8,8,2.0
435,5,8,9,7,2.4
436,7,10,10,8,4.2
437,8,8,8,7,3.2
438,7,10,6,10,2.4
439,6,5,9,3,1.2
440,8,10,5,5,2.2
441,4,7,6,2,2.5
442,1,6,8,5,3.1
443,4,9,8,4,4.9
444,2,3,8,7,3.5
445,3,5,8,7,4.3
446,6,4,8,3,2.7
447,2,8,7,3,3.2
448,8,6,9,1,4.8
449,4,2,9,6,1.8
450,5,4,10,2,3.0
451,8,9,10,2,2.1
452,4,5,10,2,2.5
453,5,9,10,6,1.0
454,2,4,5,1,2.6
455,3,1,7,9,5.0
456,4,2,8,4,2.7
457,8,6,5,8,2.1
458,5,7,9,6,2.2
459,6,9,5,1,3.9
460,2,2,10,6,1.9
461,6,4,7,7,2.5
462,5,10,9,9,3.2
463,8,5,8,7,4.2
464,6,4,9,2,1.2
465,3,6,5,6,3.0
466,3,7,8,7,1.2
467,4,5,10,6,2.4
468,6,1,7,1,1.6
469,1,9,8,3,3.2
470,1,8,9,5,4.4
471,3,3,6,10,4.8
472,7,10,5,6,2.9
473,1,3,7,5,1.2
474,3,10,5,2,3.8
475,5,9,6,1,4.7
476,1,2,7,8,3.9
477,5,9,9,5,3.8
478,1,1,8,5,4.5
479,7,10,10,7,4.4
480,2,8,6,1,2.9
481,2,9,6,3,1.0
482,6,2,8,3,4.2
483,7,3,7,4,1.9
484,5,4,6,6,3.7
485,3,9,9,8,1.3
486,8,8,9,2,4.2
487,7,5,7,2,2.9
488,8,7,10,9,4.9
489,8,6,10,1,3.7
490,3,3,5,1,2.0
491,2,6,7,10,2.8
492,8,8,10,1,1.0
493,7,7,6,2,1.3
494,4,10,7,10,3.4
495,8,8,8,10,4.0
496,5,5,9,9,4.5
497,6,4,6,2,2.6
498,1,3,6,3,1.1
499,4,5,9,9,1.3
500,6,9,9,8,1.5
501,8,5,7,1,3.9
502,7,9,10,6,4.0
503,5,2,5,1,4.5
504,8,7,5,9,1.8
505,5,6,8,8,3.9
506,1,9,10,4,1.3
507,8,5,8,3,3.0
508,5,1,7,9,3.2
509,8,7,5,1,4.5
510,4,10,10,6,3.6
511,4,1,8,8,1.5
512,5,10,8,6,2.8
513,4,9,6,1,2.5
514,5,3,8,9,1.3
515,7,1,5,9,4.2
516,2,4,10,1,4.9
517,6,7,5,4,2.2
518,6,1,7,5,4.7
519,4,1,9,4,3.6
520,2,9,8,7,1.4
521,1,4,8,3,2.9
522,2,1,9,9,1.7
523,6,3,9,1,2.0
524,5,3,9,5,3.9
525,7,4,5,2,2.7
526,4,6,6,4,2.6
527,4,10,10,6,4.9
528,2,8,10,8,4.6
529,8,9,7,3,4.5
530,8,7,6,6,1.1
531,2,3,8,9,2.2
532,5,10,9,4,4.3
533,6,9,5,7,2.9
534,7,6,8,4,1.9
535,4,9,5,4,2.9
536,5,8,8,4,3.7
537,7,3,5,3,2.1
538,8,9,5,10,2.5
539,6,10,6,4,3.3
540,3,3,10,7,2.1
541,5,10,7,5,4.4
542,6,8,9,4,3.7
543,1,10,7,9,4.7
544,5,6,9,9,1.5
545,6,5,5,8,2.0
546,3,9,5,1,2.0
547,4,8,10,7,2.8
548,7,5,7,7,2.1
549,5,6,9,9,3.3
550,3,3,9,5,3.7
551,7,3,8,8,2.9
552,1,2,6,3,4.1
553,7,2,10,3,2.2
554,6,6,9,8,2.7
555,8,8,7,2,2.3
556,2,10,9,10,3.2
557,5,1,9,10,2.7
558,1,5,8,2,3.8
559,1,5,10,10,2.6
560,5,7,7,10,4.4
561,4,4,9,10,2.0
562,8,10,10,4,4.3
563,5,1,8,4,4.5
564,1,6,8,4,3.4
565,2,1,6,4,2.2
566,8,7,9,4,4.0
567,1,4,8,9,3.9
568,1,1,7,10,3.3
569,1,4,8,1,4.8
570,8,10,8,1,2.5
571,5,3,5,9,3.7
572,2,5,9,7,1.6
573,5,5,7,2,2.2
574,4,10,10,8,1.3
575,8,7,6,6,3.3
576,3,8,5,3,1.4
577,1,8,10,4,2.8
578,7,1,9,6,1.0
579,6,10,10,2,4.0
580,5,5,6,6,2.6
581,2,8,5,2,3.1
582,4,9,7,3,3.6
583,1,8,8,7,4.7
584,3,3,7,7,3.5
585,3,1,6,2,2.2
586,6,1,7,5,4.0
587,3,7,10,7,4.1
588,5,6,5,7,3.4
589,3,6,7,2,1.6
590,7,1,9,9,1.8
591,2,8,7,8,3.8
592,5,2,7,7,3.7
593,8,1,7,2,4.0
594,2,6,5,7,2.8
595,6,9,9,4,1.8
596,6,6,8,8,1.4
597,5,3,9,5,4.4
598,5,5,5,4,4.5
599,3,6,7,3,2.3
600,1,4,6,4,4.3
601,8,6,5,6,4.7
602,5,6,5,8,2.5
603,5,7,5,2,4.9
604,1,4,5,7,3.8
605,3,1,5,2,4.5
606,7,8,5,5,2.0
607,5,4,8,5,4.1
608,1,7,7,1,1.1
609,1,3,10,1,4.3
610,1,7,8,3,2.9
611,4,3,9,2,4.9
612,1,1,8,7,2.0
613,7,6,9,7,2.1
614,6,7,5,3,4.7
615,7,8,5,6,3.0
616,6,6,6,9,3.3
617,8,4,5,5,5.0
618,4,5,5,5,4.5
619,6,7,8,3,4.3
620,1,5,10,2,3.5
621,5,10,9,8,4.3
622,2,4,9,6,2.9
623,1,3,6,1,2.0
624,2,2,10,2,3.4
625,7,5,5,9,1.5
626,7,1,6,6,2.6
627,5,10,8,5,4.9
628,7,3,9,9,1.1
629,6,5,10,6,4.2
630,2,1,9,7,2.5
631,7,10,7,9,4.9
632,5,8,7,3,3.1
633,6,1,6,4,4.0
634,6,8,6,3,4.7
635,6,5,7,6,2.0
636,4,5,6,8,3.2
637,2,7,10,2,2.6
638,8,3,9,4,1.7
639,5,2,9,6,4.8
640,2,1,9,10,1.2
641,4,8,8,3,4.8
642,2,8,5,5,4.1
643,2,3,9,3,4.1
644,7,9,7,9,2.9
645,3,1,6,1,4.8
646,4,7,5,4,2.7
647,8,7,5,6,1.9
648,2,5,8,5,1.5
649,2,10,8,2,1.4
650,6,9,8,7,4.7
651,3,6,6,1,4.5
652,7,8,9,9,2.5
653,5,9,5,5,1.6
654,3,7,5,6,1.9
655,7,2,8,8,4.9
656,7,2,5,7,2.0
657,4,5,6,4,1.5
658,6,6,10,10,1.7
659,8,4,9,6,5.0
660,5,7,5,4,4.7
661,3,3,8,4,1.6
662,7,9,9,6,3.8
663,1,1,6,8,1.5
664,3,6,5,4,1.9
665,4,10,6,7,3.0
666,1,3,6,1,5.0
667,7,10,10,7,1.3
668,2,7,10,5,3.4
669,1,1,6,8,1.2
670,8,3,7,1,4.4
671,4,5,8,7,2.2
672,3,2,10,6,1.1
673,7,5,9,10,2.3
674,1,5,5,6,4.6
675,1,5,9,7,1.2
676,1,6,9,8,1.5
677,8,1,10,1,3.8
678,8,10,10,4,1.8
679,6,8,10,3,1.5
680,4,7,7,3,1.3
681,2,6,10,3,1.8
682,1,2,9,1,3.7
683,2,5,5,6,1.8
684,4,8,9,9,3.1
685,1,8,5,7,3.2
686,3,9,8,10,3.5
687,7,7,9,1,3.8
688,5,9,7,2,3.1
689,1,4,6,1,2.4
690,2,5,9,4,1.8
691,4,6,6,6,1.2
692,8,3,8,7,4.0
693,5,7,9,5,2.4
694,7,8,10,7,3.4
695,5,6,10,8,1.2
696,6,10,5,4,3.7
697,2,9,6,8,2.8
698,8,5,9,7,2.9
699,8,10,5,4,2.1
700,7,1,8,2,2.1
701,4,1,5,4,2.9
702,6,3,5,1,4.4
703,1,3,5,8,4.0
704,1,5,7,9,4.2
705,7,9,5,8,4.5
706,6,4,6,8,3.4
707,3,3,8,1,1.3
708,7,6,6,3,2.7
709,5,9,5,9,3.5
710,5,7,9,10,4.5
711,3,4,9,9,4.1
712,3,6,6,10,3.0
713,5,9,5,10,4.8
714,2,5,9,8,3.5
715,7,1,10,4,1.9
716,3,7,10,7,1.1
717,8,6,6,1,3.6
718,4,2,5,8,4.5
719,7,8,8,2,1.5
720,1,6,9,5,1.7
721,7,7,6,2,3.8
722,6,7,9,10,2.0
723,5,9,10,5,2.1
724,7,2,7,8,2.0
725,7,1,6,4,2.6
726,8,1,6,2,2.8
727,5,4,6,4,3.8
728,2,2,8,1,3.1
729,2,9,10,5,4.0
730,4,8,6,3,4.9
731,3,6,8,10,3.1
732,1,1,8,8,2.9
733,4,3,6,3,2.9
734,3,6,5,8,1.3
735,7,1,7,2,1.2
736,1,9,5,4,1.3
737,6,2,8,6,1.4
738,4,6,6,8,2.5
739,7,10,5,5,4.6
740,4,2,8,1,4.6
741,8,2,6,9,1.7
742,4,6,9,9,1.4
743,4,3,9,1,3.0
744,7,2,8,6,2.4
745,4,6,10,6,3.0
746,8,2,5,1,2.5
747,1,7,7,4,1.8
748,7,4,8,3,1.5
749,4,1,8,5,1.6
750,6,4,7,6,3.8
751,8,6,8,5,3.2
752,7,9,5,1,1.9
753,6,6,10,8,3.7
754,3,9,10,5,4.7
755,7,10,6,1,4.9
756,8,8,8,7,3.5
757,7,8,6,9,4.4
758,4,7,9,4,4.8
759,4,6,6,8,1.0
760,4,1,7,8,1.8
761,6,5,7,3,4.5
762,5,10,10,3,3.5
763,7,7,9,7,3.1
764,7,10,6,4,2.7
765,1,9,6,6,2.6
766,3,6,5,7,2.4
767,4,1,8,5,3.4
768,6,9,7,1,4.4
769,8,8,10,9,2.9
770,6,3,5,10,4.2
771,2,5,8,1,3.7
772,6,2,10,8,4.8
773,1,10,5,9,4.8
774,8,3,10,5,2.8
775,8,6,8,9,3.5
776,3,1,7,9,2.5
777,3,5,5,5,2.9
778,1,9,7,1,4.9
779,3,6,7,5,1.7
780,4,8,10,6,4.7
781,3,2,9,8,4.0
782,2,3,8,7,4.1
783,6,9,6,6,4.5
784,4,6,7,1,4.1
785,5,8,10,10,4.9
786,2,4,10,4,1.5
787,2,5,9,8,3.7
788,3,7,8,9,1.3
789,4,1,6,7,2.6
790,4,1,10,2,3.9
791,4,4,6,1,1.6
792,5,8,6,5,3.3
793,5,6,5,3,3.7
794,6,4,7,7,1.0
795,3,6,6,2,1.0
796,2,1,10,1,3.9
797,2,3,5,5,1.7
798,2,9,8,9,2.4
799,7,9,5,5,3.5
800,5,5,10,10,4.4
801,2,5,8,3,3.8
802,3,6,9,2,4.0
803,6,10,7,2,3.0
804,2,8,5,6,3.0
805,5,1,8,8,4.3
806,5,2,6,7,2.5
807,7,2,6,9,3.8
808,8,6,9,6,2.2
809,8,1,5,2,3.3
810,1,3,10,9,4.9
811,7,3,6,7,4.8
812,4,6,6,2,2.6
813,8,7,7,6,4.7
814,8,6,7,1,2.5
815,8,1,8,4,3.7
816,2,5,6,8,3.3
817,8,6,7,6,1.2
818,8,7,6,8,2.7
819,8,4,9,6,1.2
820,6,7,10,4,3.5
821,8,4,9,4,3.8
822,1,9,6,6,3.6
823,6,7,9,2,3.4
824,5,7,10,2,2.7
825,6,3,6,9,3.0
826,5,1,8,6,2.8
827,3,8,9,2,4.8
828,5,3,5,5,3.1
829,7,2,9,10,4.6
830,6,7,6,4,4.1
831,5,9,7,7,3.8
832,1,1,7,5,1.7
833,3,8,9,6,3.4
834,3,7,6,10,2.0
835,4,10,8,3,3.3
836,3,6,7,10,2.5
837,1,8,6,1,4.7
838,4,4,7,4,3.5
839,5,6,9,9,2.5
840,6,3,10,8,4.3
841,3,10,7,1,3.3
842,3,3,10,6,1.5
843,7,8,9,6,2.5
844,5,8,10,10,1.6
845,8,9,7,5,4.6
846,6,2,6,5,1.6
847,3,3,9,4,2.8
848,8,1,10,2,1.1
849,3,2,5,2,4.5
850,5,4,8,10,1.0
851,8,4,9,8,2.1
852,2,5,8,7,1.8
853,6,6,8,8,4.1
854,6,3,5,3,1.1
855,1,7,6,7,1.8
856,7,4,10,2,4.9
857,4,8,5,2,3.7
858,4,6,6,8,4.7
859,6,3,7,2,4.0
860,2,5,8,7,3.4
861,5,5,6,6,3.6
862,4,8,5,6,3.0
863,8,1,9,9,1.7
864,8,6,7,9,4.5
865,2,9,10,3,1.7
866,1,1,9,9,3.7
867,8,6,5,8,1.9
868,4,8,5,6,1.4
869,5,8,5,1,4.8
870,2,4,7,3,1.8
871,4,2,5,4,4.7
872,2,1,7,9,2.8
873,1,8,6,4,3.1
874,3,2,8,1,3.0
875,4,1,5,10,1.0
876,4,6,10,10,1.7
877,8,10,9,10,3.8
878,1,5,10,9,3.2
879,5,3,8,9,1.2
880,4,9,7,8,2.4
881,2,4,6,1,3.6
882,7,8,10,9,2.5
883,3,5,10,3,4.0
884,3,10,8,3,3.5
885,2,5,7,6,1.1
886,5,2,9,6,4.7
887,6,10,10,5,1.0
888,7,1,10,7,4.3
889,2,4,7,3,1.4
890,2,9,5,2,3.0
891,6,10,8,5,3.0
892,8,1,8,4,2.0
893,3,6,10,6,4.4
894,7,5,9,2,4.6
895,7,3,9,5,3.4
896,1,5,6,5,2.6
897,3,9,7,6,2.0
898,3,10,6,3,2.9
899,7,3,10,2,2.6
900,1,2,5,1,2.1
901,6,1,10,8,1.6
902,6,8,9,1,2.1
903,7,8,10,8,4.2
904,7,3,6,9,1.8
905,2,3,9,4,2.3
906,4,9,8,5,3.7
907,3,9,5,5,3.6
908,1,5,5,3,3.2
909,5,10,10,3,4.4
910,2,10,8,3,4.0
911,8,6,8,7,3.1
912,3,4,9,1,3.2
913,4,7,5,2,3.2
914,8,3,5,1,2.9
915,7,8,5,3,2.2
916,3,7,10,7,5.0
917,2,2,6,10,3.3
918,8,8,8,4,3.6
919,6,3,7,1,3.0
920,4,8,9,3,1.6
921,6,2,10,6,1.2
922,1,6,7,6,4.4
923,3,9,8,10,1.8
924,8,6,8,9,1.6
925,8,3,5,7,4.0
926,8,10,7,5,4.4
927,8,3,9,6,2.7
928,7,9,7,7,3.6
929,5,1,10,8,3.5
930,8,5,9,8,3.0
931,6,10,9,1,4.1
932,1,1,6,2,1.6
933,7,8,5,5,4.5
934,2,6,10,8,2.3
935,7,5,9,10,3.0
936,1,2,9,4,3.1
937,3,6,9,9,3.7
938,2,2,9,6,2.2
939,4,1,7,2,3.9
940,7,10,8,8,4.3
941,1,9,10,2,4.7
942,4,2,10,4,3.1
943,7,2,10,10,3.3
944,8,6,5,7,2.8
945,6,8,6,10,2.4
946,7,9,9,10,4.2
947,6,2,9,1,2.3
948,3,2,5,4,2.2
949,3,3,9,8,4.0
950,8,3,10,10,2.5
951,6,5,7,10,2.0
952,1,4,9,5,3.8
953,2,6,8,9,4.4
954,2,5,9,1,3.1
955,6,7,8,8,4.8
956,4,10,10,9,2.5
957,4,10,10,6,4.9
958,8,8,10,2,3.1
959,7,7,10,2,3.1
960,3,7,5,6,4.2
961,8,8,9,4,2.3
962,8,3,6,4,2.2
963,8,6,5,2,3.1
964,3,1,5,2,4.2
965,2,6,5,2,2.7
966,5,5,5,8,1.8
967,7,8,9,3,3.5
968,7,7,9,2,1.2
969,4,7,9,1,2.5
970,3,8,7,1,4.4
971,8,2,6,5,3.2
972,4,1,8,5,5.0
973,6,7,10,4,4.0
974,4,3,8,2,4.5
975,2,7,5,8,4.7
976,6,4,8,2,4.6
977,7,9,8,4,3.8
978,6,9,9,4,4.6
979,1,8,9,2,3.9
980,8,3,8,6,2.2
981,8,8,10,5,3.7
982,4,4,7,2,1.1
983,3,6,10,4,3.6
984,6,5,10,7,4.5
985,1,3,9,9,2.3
986,7,3,7,5,4.9
987,1,1,7,10,4.3
988,5,10,10,1,1.6
989,1,4,10,1,2.4
990,5,6,9,8,2.6
991,4,4,6,2,4.8
992,6,10,6,1,4.7
993,6,9,9,2,1.8
994,2,3,6,10,1.3
