worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
210,1,2,9,10,1.8
211,4,4,8,6,3.0
212,7,10,7,7,2.5
213,7,3,8,7,4.0
214,7,4,5,8,2.5
215,7,10,6,6,4.1
216,6,9,9,9,3.7
217,5,10,7,2,4.0
218,5,9,7,10,1.9
219,8,9,9,6,4.7
220,8,2,8,9,2.5
221,6,3,8,1,4.7
222,3,1,6,7,4.4
223,5,6,8,3,2.6
224,4,5,5,8,4.9
225,2,6,9,6,1.9
226,4,3,9,10,3.1
227,8,1,7,5,1.7
228,5,2,9,10,4.1
229,2,6,6,5,3.6
230,8,6,5,3,1.9
231,6,9,7,6,3.8
232,7,3,9,2,1.4
233,4,8,10,10,3.7
234,6,8,8,8,4.1
235,6,8,10,3,3.8
236,8,3,6,7,1.8
237,7,6,7,5,4.5
238,6,4,7,7,2.2
239,4,3,6,3,1.9
240,4,5,6,10,1.8
241,3,5,10,5,2.6
242,7,3,5,7,2.0
243,7,1,6,1,2.9
244,2,2,9,5,4.9
245,6,6,8,5,2.4
246,1,6,5,8,1.1
247,3,7,6,5,4.0
248,4,7,8,2,1.1
249,4,9,5,5,1.1
250,3,2,7,3,3.1
251,7,5,8,6,1.2
252,2,3,9,4,3.2
253,5,3,8,2,4.6
254,8,7,6,9,4.6
255,6,8,5,1,2.0
256,2,1,8,4,3.9
257,4,9,9,9,3.9
258,3,3,5,1,4.5
259,3,9,6,7,1.8
260,5,8,7,8,1.8
261,1,1,8,2,1.0
262,3,3,9,9,3.0
263,1,7,5,10,1.4
264,5,1,5,6,3.5
265,6,3,8,7,2.6
266,6,6,6,7,4.9
267,6,9,9,1,2.1
268,8,9,6,6,1.4
269,1,2,5,9,2.6
270,5,10,7,8,2.7
271,2,5,6,6,2.8
272,1,9,9,8,1.1
273,2,8,10,8,2.1
274,7,1,6,2,3.3
275,2,9,5,3,4.4
276,8,5,6,8,3.1
277,5,3,5,1,3.4
278,4,5,5,2,4.5
279,5,6,10,9,3.1
280,8,1,7,3,3.9
281,8,10,6,9,4.2
282,5,5,6,2,2.4
283,8,10,7,8,3.3
284,7,7,7,9,4.5
285,8,2,9,5,3.8
286,3,3,8,4,3.3
287,8,10,6,4,2.3
288,3,9,6,7,4.2
289,6,5,9,5,2.3
290,6,2,10,4,1.5
291,3,6,9,2,3.4
292,4,1,5,3,3.0
293,8,1,5,10,4.8
294,8,5,10,6,3.0
295,7,2,7,10,1.2
296,6,3,9,8,4.1
297,7,1,8,9,2.2
298,2,10,10,4,2.2
299,3,3,9,7,1.2
300,5,10,8,3,2.2
301,5,2,10,8,4.7
302,7,2,9,7,3.5
303,1,5,6,7,1.5
304,6,3,7,1,3.1
305,1,5,10,9,3.3
306,6,6,8,9,1.6
307,1,2,5,1,1.2
308,1,5,5,4,3.6
309,1,7,10,5,1.1
310,3,9,8,2,4.4
311,5,8,10,4,1.5
312,1,10,10,6,4.3
313,5,2,6,1,4.2
314,5,10,5,3,3.2
315,6,3,9,8,4.6
316,2,1,5,10,2.0
317,5,5,7,2,4.2
318,8,2,10,8,1.5
319,5,9,7,10,1.8
320,8,5,9,7,2.5
321,6,1,7,5,4.7
322,4,3,9,7,4.6
323,8,9,7,5,1.2
324,2,2,10,3,4.3
325,6,9,5,9,2.2
326,5,9,6,2,2.4
327,5,4,9,1,1.3
328,6,4,10,2,4.3
329,6,5,9,7,2.8
330,8,7,6,1,3.3
331,4,10,5,10,4.7
332,5,4,7,9,2.0
333,5,6,9,8,3.9
334,3,8,8,2,4.4
335,3,4,9,4,3.5
336,8,6,8,2,3.3
337,1,2,6,10,3.8
338,3,9,8,2,2.2
339,6,4,5,8,4.4
340,3,10,9,3,4.2
341,4,9,5,6,1.9
342,3,1,9,8,4.3
343,4,1,6,5,3.8
344,1,2,9,5,3.8
345,6,8,9,8,2.9
346,3,2,5,2,3.6
347,5,1,9,2,2.6
348,4,5,8,9,3.3
349,5,10,7,4,3.7
350,7,10,9,1,2.9
351,5,4,6,1,4.7
352,5,1,10,5,2.2
353,4,6,6,4,3.7
354,7,4,5,9,1.6
355,2,9,6,7,1.6
356,4,7,5,8,2.5
357,1,6,6,8,3.2
358,8,10,5,7,4.1
359,4,6,7,1,3.9
360,4,9,10,2,4.6
361,7,3,8,8,1.0
362,4,7,7,7,1.1
363,7,1,7,7,1.6
364,7,2,6,4,3.6
365,8,7,7,10,4.7
366,2,2,7,5,2.6
367,4,3,5,7,1.5
368,8,10,8,6,3.1
369,8,3,10,10,4.5
370,3,7,6,7,2.3
371,8,3,9,5,1.2
372,7,9,8,6,1.2
373,1,9,5,5,1.4
374,8,2,9,10,4.8
375,6,10,6,4,1.1
376,5,5,7,3,4.1
377,8,5,8,10,4.3
378,6,9,9,8,4.8
379,4,7,8,3,4.4
380,4,2,9,6,2.7
381,5,9,9,4,3.4
382,3,3,9,4,1.5
383,3,1,7,5,2.4
384,2,7,10,9,2.7
385,2,7,6,9,2.5
386,4,10,9,7,1.3
387,3,5,8,3,4.6
388,6,5,9,2,1.3
389,4,8,9,6,3.0
390,4,4,7,1,3.6
391,7,5,10,6,4.4
392,5,5,10,4,1.8
393,5,5,9,1,2.5
394,3,7,7,3,1.9
395,5,2,10,6,3.9
396,2,8,9,1,1.3
397,8,6,10,5,2.6
398,3,10,5,4,1.9
399,6,7,10,7,5.0
400,2,4,7,9,4.5
401,2,5,7,3,2.7
402,8,7,9,3,1.8
403,7,8,8,8,4.7
404,1,5,9,10,3.6
405,1,3,5,7,3.6
406,7,6,9,5,2.1
407,8,4,6,6,2.1
408,7,1,6,5,3.3
409,6,7,10,9,3.3
410,7,4,7,7,2.4
411,6,10,7,5,3.2
412,7,2,8,9,3.9
413,8,2,5,7,4.2
414,2,1,7,5,1.0
415,5,6,8,8,2.2
416,6,6,7,6,1.1
417,4,3,6,2,2.7
418,7,5,6,3,2.3
419,7,1,7,9,4.6
420,6,5,10,1,1.9
421,2,9,10,3,4.0
422,3,4,8,8,2.9
423,4,10,7,2,4.8
424,2,3,5,3,2.3
425,7,7,8,4,1.8
426,6,5,8,6,4.4
427,2,9,10,2,4.7
428,3,10,10,8,2.7
429,7,7,10,2,4.3
430,3,4,10,9,4.0
431,8,5,7,2,2.4
432,7,9,6,4,4.2
433,7,7,10,5,2.7
434,8,3,5,3,4.1
435,3,7,6,8,3.0
436,7,6,7,7,3.6
437,3,10,8,1,3.2
438,1,5,6,5,2.2
439,5,4,10,5,2.9
440,6,1,5,5,2.7
441,5,3,6,6,4.1
442,7,1,7,1,3.2
443,7,7,7,5,1.9
444,5,2,9,5,1.4
445,7,7,9,7,1.8
446,7,1,5,4,1.2
447,1,1,5,7,2.3
448,6,6,8,5,3.0
449,1,9,9,8,3.6
450,1,3,8,1,4.4
451,5,3,5,9,3.4
452,3,5,8,2,3.0
453,1,7,7,4,2.1
454,5,8,9,6,4.0
455,7,1,9,9,4.3
456,5,6,5,9,1.5
457,3,1,6,10,2.2
458,8,8,10,9,2.9
459,8,1,10,1,3.7
460,6,2,6,4,3.7
461,2,4,9,2,1.8
462,6,4,7,6,4.8
463,6,4,5,8,2.9
464,7,4,10,1,1.1
465,1,8,10,6,3.9
466,4,1,7,9,3.6
467,3,8,8,5,3.8
468,6,6,6,7,3.3
469,3,9,8,10,1.4
470,7,10,6,5,2.8
471,1,5,5,2,2.7
472,5,7,9,3,2.8
473,5,1,8,10,3.9
474,7,4,6,2,4.1
475,6,7,10,7,4.7
476,6,6,10,5,3.8
477,7,10,8,10,4.9
478,6,1,8,10,3.3
479,6,5,9,5,3.7
480,4,5,5,4,1.8
481,8,10,8,9,4.1
482,6,7,5,2,4.9
483,3,10,9,2,4.0
484,4,9,8,1,4.9
485,4,2,7,3,1.9
486,8,10,6,6,2.7
487,3,8,8,4,2.6
488,5,1,8,5,1.0
489,7,4,5,7,2.6
490,1,7,8,3,2.8
491,5,5,7,8,1.7
492,3,1,8,5,3.0
493,1,8,7,2,2.8
494,2,3,9,5,4.2
495,7,1,7,1,2.8
496,7,10,8,2,4.2
497,5,5,10,5,4.5
498,8,4,10,7,3.4
499,2,9,8,5,2.2
500,8,9,6,1,2.3
501,2,1,6,1,4.7
502,6,7,8,2,2.6
503,3,3,8,7,4.8
504,7,2,5,6,2.1
505,4,2,8,4,1.2
506,3,7,10,9,1.8
507,2,3,7,10,4.5
508,5,6,8,9,3.0
509,2,2,7,9,3.5
510,3,7,8,1,4.9
511,4,10,9,5,4.7
512,4,7,9,1,3.1
513,5,6,7,5,4.7
514,4,10,10,3,3.2
515,5,2,5,5,3.7
516,5,6,5,5,1.3
517,5,8,5,9,4.7
518,4,7,5,7,2.1
519,7,8,6,10,4.3
520,3,10,9,3,2.3
521,5,6,7,8,1.5
522,6,2,9,5,1.9
523,4,6,5,1,1.7
524,3,9,10,2,3.7
525,7,9,8,4,2.7
526,1,10,6,3,1.1
527,1,6,6,6,3.8
528,5,10,7,10,4.5
529,7,2,9,10,3.4
530,1,1,5,6,1.0
531,7,1,8,5,1.2
532,2,6,6,6,1.9
533,1,2,8,6,4.0
534,7,1,6,1,4.5
535,8,8,7,9,2.1
536,5,7,10,2,1.3
537,8,8,9,2,2.5
538,6,7,10,4,1.0
539,4,6,8,6,2.1
540,8,3,6,6,4.7
541,1,7,6,7,4.9
542,1,10,10,6,4.0
543,3,5,5,10,4.9
544,2,3,8,9,2.1
545,3,10,6,2,1.2
546,4,8,8,3,2.3
547,1,1,10,4,4.1
548,4,8,9,3,4.1
549,7,7,9,10,2.1
550,5,5,6,9,2.0
551,3,3,9,3,3.6
552,4,2,9,3,2.6
553,6,3,9,6,3.9
554,3,1,5,5,3.7
555,3,10,7,6,3.1
556,4,7,10,3,2.6
557,2,2,10,9,2.8
558,3,7,7,7,3.5
559,4,10,8,5,1.4
560,2,6,10,1,3.9
561,1,3,10,1,3.8
562,1,5,8,2,1.0
563,2,2,5,1,3.5
564,7,8,8,6,1.3
565,6,10,5,4,3.5
566,4,3,7,7,4.0
567,3,9,5,5,2.2
568,2,5,9,4,2.2
569,3,5,8,10,1.6
570,7,10,6,7,3.0
571,5,8,6,1,3.4
572,2,2,7,1,2.9
573,1,5,9,9,4.1
574,8,3,9,6,4.4
575,3,9,10,7,2.2
576,6,7,5,9,3.0
577,8,8,10,6,3.3
578,6,4,5,10,3.5
579,6,7,8,7,1.8
580,2,4,9,2,3.5
581,1,2,8,10,2.3
582,4,7,9,2,4.6
583,2,1,6,7,4.3
584,8,6,7,7,2.1
585,3,9,9,9,2.6
586,8,3,7,2,4.8
587,5,5,8,10,4.7
588,7,2,6,9,1.7
589,4,9,6,1,3.4
590,1,9,8,9,4.7
591,6,3,8,2,1.2
592,4,9,6,5,3.2
593,5,2,9,8,4.4
594,8,7,6,3,3.9
595,2,3,7,8,4.6
596,4,4,6,5,2.4
597,1,4,6,3,3.3
598,1,8,9,8,1.7
599,3,7,5,5,3.7
600,2,1,5,8,2.3
601,4,8,8,4,3.6
602,5,8,5,8,3.7
603,5,3,9,5,3.4
604,2,9,7,5,2.2
605,6,3,10,8,4.9
606,2,7,5,8,2.2
607,3,6,8,10,1.9
608,7,10,8,10,5.0
609,7,5,8,8,1.1
610,3,7,8,7,1.4
611,2,9,7,5,1.1
612,8,7,9,2,3.0
613,5,10,6,4,1.8
614,2,1,9,4,2.1
615,4,3,5,10,2.7
616,6,10,8,9,2.5
617,2,9,8,3,3.6
618,5,1,8,2,3.4
619,6,10,9,1,1.2
620,8,7,9,3,1.8
621,1,1,9,10,4.6
622,4,3,5,9,4.4
623,7,1,5,4,3.0
624,4,2,5,9,4.1
625,6,6,9,3,4.4
626,7,9,8,6,1.9
627,4,1,8,8,3.0
628,4,3,5,4,4.5
629,4,4,5,10,1.6
630,3,8,9,7,3.7
631,7,8,8,10,3.9
632,3,9,8,8,3.9
633,4,1,9,3,4.0
634,4,7,5,9,5.0
635,7,1,10,8,2.5
636,1,5,9,10,4.4
637,3,1,10,8,3.8
638,7,9,8,6,1.6
639,4,4,9,5,2.9
640,1,10,9,7,4.8
641,1,1,7,4,3.9
642,5,1,6,5,4.9
643,7,9,6,5,3.2
644,4,5,9,7,3.0
645,4,3,10,9,2.8
646,8,7,7,4,2.6
647,3,5,10,7,2.7
648,1,2,7,4,3.2
649,3,8,8,2,1.8
650,5,3,7,3,4.2
651,1,4,9,10,1.3
652,7,10,8,6,4.7
653,4,3,9,10,2.9
654,4,2,7,8,4.1
655,3,2,9,5,1.6
656,8,7,6,8,4.2
657,4,3,6,3,4.0
658,2,4,10,3,4.4
659,5,5,9,6,2.2
660,4,9,6,8,4.3
661,8,4,10,6,4.9
662,3,9,7,3,2.7
663,4,7,10,9,2.2
664,7,5,5,5,4.6
665,4,3,5,1,4.3
666,6,10,5,9,4.4
667,2,10,7,8,3.1
668,6,9,6,2,4.9
669,2,4,5,5,4.2
670,3,6,9,4,1.1
671,4,7,7,6,3.6
672,2,6,8,10,2.6
673,8,10,10,7,2.8
674,5,2,8,10,4.2
675,4,5,5,2,2.8
676,6,10,6,2,2.3
677,8,4,5,2,2.1
678,2,4,5,7,4.6
679,4,8,5,4,4.6
680,8,1,8,5,3.1
681,7,4,8,8,2.9
682,4,5,8,9,4.6
683,5,10,9,1,4.6
684,8,1,10,3,4.6
685,8,9,6,7,3.3
686,1,10,7,2,2.9
687,7,2,9,8,5.0
688,1,5,5,4,4.3
689,4,1,6,6,1.6
690,1,3,7,10,2.3
691,5,2,10,7,4.7
692,5,6,7,4,1.4
693,2,10,6,4,2.6
694,6,4,8,5,2.4
695,7,6,9,9,4.3
696,1,6,9,9,3.8
697,2,5,6,1,4.2
698,2,3,8,1,3.5
699,1,6,10,6,1.8
700,2,7,5,9,3.2
701,3,5,8,9,2.7
702,5,4,6,6,2.0
703,7,7,5,5,1.9
704,1,8,8,5,3.0
705,3,8,6,6,2.6
706,2,4,5,7,2.0
707,8,10,5,7,3.6
708,3,6,8,3,3.5
709,8,3,5,4,4.0
710,1,4,8,6,1.3
711,7,8,6,9,2.4
712,1,2,10,1,2.6
713,4,9,6,4,2.6
714,4,1,5,10,1.2
715,1,5,8,4,3.1
716,5,9,10,2,4.3
717,1,2,7,8,3.8
718,8,3,5,5,2.9
719,6,2,10,6,1.4
720,4,7,7,5,3.7
721,1,1,10,10,4.4
722,6,5,8,4,2.5
723,4,8,8,8,4.9
724,1,1,6,5,3.6
725,2,7,8,9,1.4
726,1,9,9,10,4.5
727,4,6,7,1,1.6
728,1,3,6,1,1.9
729,4,4,8,9,4.3
730,8,7,6,6,4.4
731,4,7,9,2,4.2
732,7,2,5,10,2.8
733,8,9,5,6,3.2
734,5,1,10,2,2.2
735,5,8,6,6,3.2
736,1,1,8,6,2.2
737,3,6,8,2,4.1
738,2,5,7,3,4.5
739,8,7,7,8,2.9
740,1,8,8,1,3.0
741,2,2,6,2,3.5
742,2,5,8,3,3.6
743,3,7,5,10,3.1
744,1,4,7,10,3.3
745,6,6,9,4,4.5
746,3,9,6,7,3.3
747,1,1,9,7,1.9
748,8,10,9,1,2.1
749,8,6,9,10,2.8
750,6,6,10,6,1.3
751,5,10,9,9,3.0
752,6,1,6,10,1.7
753,1,6,8,2,2.4
754,5,8,6,7,3.4
755,7,3,9,5,4.3
756,3,4,5,10,1.3
757,4,10,9,5,4.6
758,3,7,7,7,3.1
759,3,1,7,1,1.7
760,8,2,6,3,2.8
761,4,7,6,6,4.4
762,3,8,10,7,1.5
763,5,6,9,4,2.6
764,3,10,8,4,3.5
765,4,3,5,6,1.1
766,4,8,8,8,2.0
767,2,10,5,3,4.4
768,6,9,8,6,4.8
769,5,5,6,4,1.7
770,2,4,8,9,3.2
771,6,6,8,10,3.9
772,4,4,6,5,2.2
773,8,3,8,9,4.7
774,2,5,6,2,1.9
775,2,1,7,3,3.7
776,7,6,7,6,3.7
777,3,5,6,6,2.4
778,2,10,5,4,4.4
779,6,4,6,4,4.9
780,1,5,6,3,4.9
781,4,9,8,3,1.1
782,5,6,5,8,4.9
783,5,5,6,4,1.5
784,2,7,5,3,3.8
785,8,7,8,4,4.9
786,2,10,8,2,4.6
787,3,5,5,2,4.6
788,6,4,10,3,2.5
789,6,8,8,3,3.2
790,7,8,8,2,4.2
791,5,1,6,5,1.0
792,4,2,10,4,1.6
793,6,1,9,6,4.8
794,8,2,7,5,4.4
795,3,1,10,5,2.1
796,1,8,8,7,1.9
797,5,6,5,2,3.2
798,1,10,6,6,2.1
799,1,7,9,7,4.6
800,7,5,9,8,4.2
801,7,10,6,7,1.5
802,4,3,10,10,4.9
803,3,1,6,10,1.4
804,1,5,10,2,3.7
805,4,6,5,10,2.8
806,1,9,8,5,1.9
807,8,8,6,4,4.8
808,6,8,7,9,1.9
809,3,3,6,5,4.6
810,5,6,5,2,1.4
811,8,3,9,9,1.4
812,5,8,9,3,4.4
813,6,9,8,4,3.6
814,4,9,9,10,2.4
815,2,7,10,4,4.7
816,3,6,5,5,2.4
817,7,1,6,4,1.7
818,1,4,8,10,4.7
819,3,9,9,9,3.8
820,2,6,5,5,4.0
821,7,5,8,5,4.3
822,4,1,8,5,3.9
823,3,1,8,2,3.8
824,4,10,9,1,2.0
825,4,10,10,7,2.3
826,4,5,6,6,4.5
827,2,10,8,5,1.7
828,5,4,6,4,2.8
829,5,3,10,6,2.0
830,7,9,10,8,4.8
831,7,2,9,5,3.2
832,8,1,10,7,1.8
833,6,9,6,7,2.4
834,2,5,7,5,2.3
835,8,5,8,8,1.4
836,3,8,5,5,3.9
837,3,9,6,9,3.1
838,4,8,9,6,2.8
839,6,6,6,2,2.3
840,4,7,6,9,1.2
841,8,1,10,8,3.1
842,4,4,8,4,2.2
843,8,10,5,10,2.5
844,2,5,6,5,4.9
845,3,4,10,5,2.1
846,2,8,7,3,4.4
847,6,2,7,8,4.8
848,6,6,5,3,1.3
849,7,10,5,3,4.4
850,5,9,10,6,2.9
851,5,4,10,4,4.1
852,5,9,8,3,3.3
853,7,3,9,5,2.0
854,5,3,6,4,2.3
855,8,4,5,8,3.4
856,2,6,7,6,3.7
857,3,10,5,6,3.4
858,2,8,10,6,4.4
859,3,3,10,6,3.9
860,1,1,9,7,4.0
861,1,1,6,9,3.6
862,7,4,7,10,2.9
863,7,5,6,1,1.5
864,3,2,7,3,3.3
865,2,6,6,8,3.8
866,2,2,9,3,3.8
867,8,10,7,6,4.1
868,7,6,9,10,3.8
869,3,4,9,5,3.2
870,6,3,8,2,4.1
871,6,4,7,10,3.9
872,7,7,5,8,3.0
873,2,5,9,5,3.8
874,7,3,9,1,3.0
875,5,10,7,4,2.8
876,1,1,10,5,3.1
877,8,8,6,2,1.4
878,3,7,9,3,2.6
879,5,8,5,4,2.1
880,3,6,9,5,1.3
881,8,8,5,1,1.0
882,3,7,5,10,2.3
883,3,9,7,10,1.3
884,6,9,8,3,4.3
885,4,9,10,3,4.7
886,2,1,10,10,1.1
887,8,9,8,5,2.5
888,1,2,5,4,2.4
889,2,5,10,2,1.1
890,3,1,8,7,1.0
891,6,3,7,9,3.3
892,4,3,5,5,4.2
893,6,10,6,10,3.2
894,6,3,5,1,4.2
895,2,4,6,2,4.3
896,2,1,6,8,3.5
897,2,4,8,6,2.6
898,3,9,8,3,2.7
899,7,1,8,10,1.3
900,2,2,8,9,4.5
901,4,1,7,7,3.4
902,1,1,10,10,4.9
903,7,8,5,3,1.1
904,4,9,9,3,4.0
905,7,4,7,5,3.0
906,8,8,6,2,1.1
907,7,10,7,4,3.5
908,2,4,10,7,4.6
909,3,9,9,8,4.2
910,6,7,9,5,1.3
911,4,4,10,7,1.0
912,8,6,7,7,1.2
913,4,6,10,1,1.3
914,1,3,6,8,4.6
915,4,4,10,4,4.7
916,6,10,6,3,3.7
917,7,8,5,5,4.6
918,5,5,8,7,2.3
919,8,9,10,8,1.0
920,3,8,5,6,2.3
921,1,5,10,8,2.6
922,3,5,10,4,1.8
923,8,9,9,3,3.5
924,8,4,7,2,2.5
925,6,4,5,2,1.4
926,3,1,10,9,1.2
927,5,8,5,5,3.8
928,2,8,6,10,4.8
929,6,4,9,1,3.1
930,4,1,7,8,2.6
931,8,10,7,7,1.4
932,5,1,10,3,4.9
933,5,7,6,9,1.3
934,2,10,6,1,4.6
935,2,8,9,2,3.4
936,5,10,5,6,1.5
937,7,3,10,1,2.6
938,4,1,8,4,1.6
939,1,10,10,6,2.0
940,1,9,7,6,1.3
941,2,10,8,6,4.9
942,8,2,5,1,4.7
943,1,9,5,10,3.1
944,8,7,6,1,2.5
945,7,2,10,4,1.7
946,2,10,7,4,4.1
947,5,9,6,5,1.3
948,6,8,5,2,4.8
949,4,10,8,5,2.3
950,5,6,9,4,2.7
951,6,5,9,7,4.3
952,5,5,8,7,1.5
953,7,7,5,4,4.9
954,3,9,9,2,4.7
955,4,9,5,8,2.9
956,3,3,9,7,2.8
957,2,1,7,1,3.2
958,8,6,9,4,1.4
959,5,4,10,6,1.1
960,8,7,8,9,1.7
961,8,4,10,4,1.3
962,6,10,6,8,1.6
963,6,7,10,1,1.5
964,1,9,10,2,1.5
965,5,10,5,6,1.7
966,7,8,8,4,3.9
967,8,1,10,10,4.9
968,6,7,8,10,3.3
969,6,3,5,10,2.3
970,8,5,5,5,2.7
971,6,3,5,4,3.7
972,5,5,7,10,1.7
973,2,5,9,10,1.4
974,3,6,6,1,1.8
975,2,8,10,4,3.4
976,1,3,5,2,4.2
977,2,3,5,6,3.5
978,7,1,8,9,4.8
979,6,1,9,10,1.7
980,1,2,10,7,4.0
981,4,10,6,10,1.8
982,1,7,5,8,4.3
983,6,1,6,4,2.8
984,6,4,6,6,1.0
985,1,7,9,2,3.1
986,6,10,5,6,1.4
987,6,4,9,4,3.1
988,7,7,6,10,2.4
989,2,6,5,9,1.2
990,1,1,9,1,2.9
991,3,6,8,6,2.6
992,5,7,6,10,1.9
993,3,3,5,1,4.0
994,2,3,5,7,2.0
