worker_id,work_type,no_of_workers,time_takes_by_each_worker,complete_work_duration,rating
128,3,1,9,3,4.0
129,7,10,10,9,4.4
130,7,9,6,5,1.7
131,8,10,7,3,4.1
132,2,9,7,4,4.5
133,1,5,7,3,2.7
134,8,1,10,8,3.0
135,2,5,5,10,3.9
136,3,10,10,5,2.2
137,7,4,10,1,1.5
138,8,3,5,4,2.2
139,3,1,9,5,3.1
140,8,5,7,3,2.0
141,7,8,7,8,3.2
142,7,10,9,2,1.4
143,7,4,10,8,3.6
144,4,8,5,1,2.4
145,5,2,10,7,4.3
146,6,1,10,3,4.3
147,6,5,8,7,4.5
148,1,8,5,7,3.6
149,7,7,8,5,4.9
150,5,9,7,2,3.6
151,7,4,10,7,2.3
152,4,8,7,10,2.1
153,3,2,8,8,1.5
154,4,1,6,1,1.0
155,8,8,8,9,4.7
156,3,3,8,9,4.5
157,3,4,6,1,1.4
158,5,5,8,2,2.4
159,5,1,8,3,1.1
160,8,9,8,7,3.0
161,1,1,6,3,4.6
162,2,6,5,7,2.2
163,6,5,8,7,4.4
164,3,10,7,5,3.4
165,8,10,8,1,4.6
166,8,1,8,4,3.7
167,2,4,7,4,3.7
168,4,6,8,7,4.9
169,4,2,10,5,4.5
170,6,10,5,3,4.3
171,1,3,8,1,1.5
172,6,3,10,10,3.1
173,1,6,10,6,3.0
174,8,5,9,6,2.8
175,5,6,8,8,2.5
176,5,6,8,9,1.9
177,3,5,9,8,3.3
178,5,1,5,9,2.1
179,6,7,5,9,2.0
180,3,5,7,5,2.1
181,6,8,7,3,1.9
182,2,8,9,4,1.5
183,2,2,7,3,4.0
184,2,1,5,6,1.6
185,3,10,5,10,3.5
186,5,10,9,3,2.1
187,8,2,9,10,4.2
188,3,5,10,1,2.4
189,6,5,10,3,4.4
190,6,8,6,9,2.8
191,8,7,10,1,3.7
192,6,4,5,3,3.0
193,8,5,5,5,3.7
194,1,4,6,3,4.6
195,3,6,9,1,4.7
196,2,4,6,1,5.0
197,1,10,8,6,1.8
198,2,6,5,2,1.2
199,2,7,6,1,4.5
200,3,10,5,6,4.7
201,1,5,7,3,3.3
202,6,1,9,9,3.0
203,8,5,9,9,3.5
204,4,5,10,1,3.8
205,6,6,9,10,3.7
206,7,10,9,7,4.1
207,8,7,5,10,3.9
208,6,4,6,3,4.4
209,3,5,7,9,1.3
210,7,7,8,7,4.1
211,1,5,7,9,5.0
212,6,10,8,2,2.3
213,2,10,6,1,3.4
214,6,4,9,9,3.6
215,3,7,7,4,1.4
216,2,9,7,9,3.9
217,3,7,9,5,4.7
218,2,5,8,3,1.7
219,2,4,8,6,2.1
220,4,5,6,4,1.9
221,4,8,9,9,1.5
222,6,5,6,3,2.4
223,4,8,7,7,3.8
224,1,5,5,3,3.0
225,2,7,7,5,2.1
226,3,8,7,5,2.2
227,2,7,7,4,4.5
228,1,6,8,9,1.7
229,5,2,8,3,4.7
230,5,10,10,6,2.2
231,4,8,10,10,4.0
232,4,1,6,7,2.1
233,1,9,6,1,4.3
234,5,8,8,1,1.8
235,1,1,6,1,5.0
236,8,6,7,5,1.8
237,1,4,7,4,3.9
238,4,1,7,6,2.9
239,4,4,5,3,1.4
240,3,6,7,3,4.9
241,8,1,5,2,3.2
242,4,2,8,8,2.4
243,8,9,5,7,1.8
244,8,9,5,3,3.6
245,4,1,10,8,3.8
246,1,1,9,8,2.2
247,3,7,8,7,4.1
248,2,4,9,10,1.6
249,1,10,5,9,2.8
250,8,8,9,4,3.2
251,8,2,7,10,4.5
252,2,8,6,8,4.3
253,6,4,5,3,2.0
254,3,10,7,6,2.3
255,6,6,6,3,1.8
256,3,3,10,2,2.7
257,7,6,7,3,3.2
258,2,8,10,3,3.5
259,4,9,10,2,2.5
260,8,1,9,4,1.9
261,6,8,10,9,2.5
262,7,6,6,10,2.7
263,6,4,9,1,1.0
264,1,2,10,7,1.3
265,3,3,7,8,1.9
266,6,5,9,5,1.7
267,8,5,10,9,3.0
268,3,3,7,10,1.6
269,5,4,9,9,3.9
270,6,8,10,6,2.0
271,6,8,5,8,5.0
272,6,3,10,7,1.3
273,8,7,5,8,3.5
274,4,3,5,5,2.8
275,4,1,6,9,2.3
276,4,10,10,7,4.0
277,7,1,5,4,2.5
278,1,8,7,9,3.2
279,7,8,5,8,2.9
280,1,6,7,5,3.9
281,1,8,7,8,2.6
282,1,7,6,6,3.3
283,3,4,6,6,2.4
284,3,6,6,4,2.4
285,4,5,9,5,2.2
286,3,6,8,9,2.8
287,5,6,7,4,4.4
288,4,4,10,10,2.7
289,1,9,7,1,3.5
290,2,4,6,8,3.6
291,3,7,10,6,2.9
292,3,1,10,8,3.4
293,5,4,6,9,2.5
294,2,7,5,4,2.3
295,5,10,6,7,3.3
296,2,3,9,6,3.9
297,7,5,9,4,4.0
298,3,5,7,2,1.3
299,7,4,10,7,2.1
300,7,2,9,1,2.3
301,7,3,7,3,4.5
302,4,1,7,9,3.0
303,8,2,9,4,4.0
304,1,3,6,8,4.0
305,4,1,8,10,4.8
306,1,1,10,6,4.5
307,5,10,6,7,4.7
308,3,1,10,3,2.5
309,7,3,9,3,4.2
310,4,10,5,10,3.1
311,6,8,8,4,2.5
312,6,5,6,1,1.3
313,7,3,7,7,2.5
314,7,9,10,5,2.2
315,1,10,5,10,1.8
316,3,4,8,3,4.2
317,3,6,6,1,4.6
318,4,6,8,3,4.0
319,2,3,9,2,3.0
320,6,4,6,5,2.2
321,8,6,6,1,4.6
322,8,10,10,9,2.1
323,3,9,10,8,3.2
324,8,8,5,2,3.4
325,4,1,8,10,2.8
326,6,8,10,10,4.5
327,4,8,7,4,1.0
328,3,9,6,9,2.9
329,4,4,7,2,2.8
330,5,7,8,10,2.8
331,8,1,9,2,1.7
332,8,10,9,4,3.0
333,6,1,7,1,2.1
334,7,10,9,7,1.3
335,4,5,8,7,2.1
336,7,6,10,8,1.9
337,4,4,7,5,1.4
338,8,8,8,3,2.1
339,5,5,7,1,2.7
340,7,4,5,7,3.6
341,3,2,10,10,4.1
342,3,2,6,9,1.6
343,3,9,6,8,4.5
344,2,9,9,7,3.0
345,7,3,8,10,1.5
346,6,9,7,3,1.2
347,7,8,7,1,1.0
348,4,1,5,2,4.8
349,8,9,6,2,4.8
350,7,7,6,3,3.7
351,6,1,8,7,1.7
352,6,5,7,1,1.6
353,3,6,8,8,4.8
354,3,1,5,2,3.7
355,1,8,7,4,3.2
356,2,6,7,10,4.2
357,4,4,6,6,1.0
358,4,1,10,5,4.8
359,4,1,9,2,2.9
360,1,3,9,9,4.7
361,8,9,7,3,3.4
362,2,8,6,8,4.7
363,1,10,7,1,4.7
364,7,7,9,8,2.8
365,6,5,10,6,1.3
366,7,6,7,8,4.4
367,3,4,6,10,3.5
368,6,7,10,4,3.4
369,7,1,7,10,2.6
370,6,8,6,4,3.6
371,5,9,9,8,3.2
372,3,10,7,6,4.8
373,5,7,9,8,4.0
374,2,1,8,8,1.8
375,4,1,9,5,3.9
376,7,2,5,8,1.1
377,8,3,10,4,1.2
378,2,4,6,3,2.3
379,1,3,5,8,1.4
380,4,3,5,10,3.1
381,4,9,8,1,3.6
382,6,1,5,7,3.7
383,5,9,8,1,4.0
384,6,5,5,8,4.7
385,2,7,8,3,1.2
386,6,7,8,8,2.0
387,3,3,9,9,4.3
388,6,8,10,7,3.9
389,7,7,10,7,4.4
390,7,2,10,6,4.2
391,1,10,8,7,3.5
392,4,9,9,8,2.7
393,3,1,7,9,2.6
394,1,9,6,1,3.2
395,1,7,10,4,4.9
396,6,5,8,9,2.4
397,1,5,9,2,3.7
398,4,9,9,4,1.3
399,3,3,10,7,4.5
400,6,8,9,3,1.4
401,5,3,5,6,2.9
402,5,6,8,9,3.7
403,4,4,10,6,3.3
404,7,7,8,10,3.3
405,5,10,7,6,4.9
406,6,6,7,2,4.8
407,5,5,6,10,2.5
408,8,8,9,5,1.2
409,3,4,8,7,3.3
410,3,5,9,1,2.8
411,4,8,5,1,3.7
412,4,6,6,5,1.9
413,3,6,10,8,2.3
414,4,6,5,3,1.4
415,5,5,6,9,1.2
416,4,10,5,2,1.1
417,6,8,9,8,3.8
418,3,6,6,1,4.6
419,1,5,6,3,4.1
420,1,5,9,10,3.0
421,5,8,7,1,4.4
422,7,4,7,1,1.6
423,5,2,9,8,3.2
424,4,4,10,1,4.6
425,6,3,6,1,4.1
426,6,1,6,9,5.0
427,6,6,7,4,4.7
428,5,6,7,9,3.4
429,8,4,7,6,4.3
430,8,9,6,4,4.7
431,4,3,6,3,3.4
432,2,9,9,5,2.3
433,4,4,6,8,2.7
434,7,2,5,3,3.6
435,8,1,9,8,3.9
436,8,5,8,9,3.3
437,1,9,9,10,1.9
438,1,4,10,5,2.5
439,7,10,5,9,2.4
440,1,4,6,1,1.5
441,3,9,5,6,5.0
442,7,2,9,2,1.6
443,1,2,8,10,1.2
444,4,10,10,10,4.9
445,3,6,9,2,3.9
446,4,3,6,3,1.9
447,8,4,9,9,4.9
448,3,10,8,6,1.7
449,1,9,6,5,2.5
450,8,6,7,5,3.8
451,2,6,9,6,3.2
452,2,8,9,2,2.6
453,5,3,7,6,3.6
454,3,5,9,9,1.2
455,6,9,9,4,3.8
456,4,2,5,7,1.6
457,6,8,7,6,4.7
458,7,8,8,8,2.8
459,8,1,5,8,3.1
460,1,1,7,9,2.0
461,5,1,8,9,3.3
462,1,7,9,4,3.3
463,5,7,7,7,4.5
464,2,9,9,5,1.2
465,4,5,9,9,3.7
466,7,8,8,5,4.9
467,3,4,9,4,2.2
468,8,6,9,4,4.1
469,1,1,10,1,3.3
470,1,7,7,8,2.9
471,4,1,7,6,1.8
472,1,5,6,2,3.5
473,1,6,6,6,1.7
474,5,5,6,1,4.0
475,1,4,8,2,5.0
476,7,2,9,8,2.3
477,1,7,10,8,1.8
478,5,6,6,2,2.4
479,7,10,5,2,3.7
480,3,4,7,9,2.3
481,5,7,5,3,3.3
482,5,8,9,10,1.7
483,4,8,8,9,3.9
484,1,8,8,4,4.9
485,3,9,5,4,2.7
486,7,2,5,2,2.2
487,4,8,6,2,4.4
488,6,2,9,1,4.3
489,2,1,6,1,3.3
490,7,5,7,8,1.9
491,5,9,9,2,1.7
492,8,10,8,8,3.5
493,5,6,8,10,1.7
494,7,10,8,9,1.9
495,2,5,7,6,1.3
496,2,4,7,7,4.7
497,4,10,8,6,4.8
498,4,8,9,4,2.0
499,5,9,9,5,3.2
500,6,8,9,9,4.4
501,7,10,6,8,2.9
502,5,3,7,4,2.9
503,7,6,8,10,4.8
504,6,6,6,8,3.8
505,8,6,9,2,1.8
506,6,2,5,9,1.2
507,1,1,9,1,2.8
508,7,8,10,6,4.8
509,8,6,10,7,4.4
510,1,3,7,10,3.7
511,4,8,9,4,4.4
512,6,5,6,3,4.1
513,7,5,5,1,4.2
514,4,3,5,5,2.7
515,1,4,6,9,4.8
516,1,1,6,10,1.7
517,5,8,9,1,3.2
518,1,4,10,8,3.6
519,8,5,6,3,2.6
520,2,10,8,10,4.4
521,8,2,7,2,3.4
522,5,9,5,4,4.9
523,1,5,10,1,1.9
524,3,2,5,6,2.2
525,3,1,6,10,1.2
526,6,8,9,5,4.7
527,1,4,5,4,3.9
528,5,7,6,8,3.3
529,2,5,7,10,4.1
530,8,8,5,2,3.9
531,5,3,10,9,4.5
532,7,8,6,4,3.6
533,3,6,10,4,4.9
534,2,7,9,9,3.4
535,6,8,6,7,4.5
536,1,5,5,8,3.4
537,6,6,6,8,2.9
538,8,6,5,5,2.3
539,1,4,10,3,3.1
540,8,2,6,2,1.0
541,6,8,10,3,2.5
542,3,4,5,2,3.9
543,6,10,9,2,1.0
544,2,1,6,6,4.3
545,1,5,7,8,3.3
546,7,9,8,6,1.2
547,3,3,5,5,2.4
548,5,7,8,9,2.2
549,2,7,9,10,3.9
550,6,7,5,9,3.9
551,1,9,8,8,1.1
552,5,2,7,2,4.3
553,3,2,10,8,4.1
554,5,8,5,3,1.9
555,1,6,10,8,1.6
556,6,5,8,9,4.4
557,3,2,10,4,4.5
558,2,3,9,5,1.3
559,8,3,10,10,4.2
560,8,4,6,3,4.3
561,5,6,6,4,3.7
562,2,7,8,5,4.7
563,3,6,6,10,2.4
564,4,2,7,9,1.9
565,6,8,9,4,4.2
566,4,4,10,6,3.5
567,7,1,7,9,1.5
568,4,9,5,9,2.1
569,3,1,5,3,4.0
570,1,9,7,1,2.4
571,3,6,7,1,4.5
572,2,10,7,7,3.1
573,1,7,6,7,1.1
574,6,7,6,1,2.5
575,2,10,5,1,3.9
576,6,5,8,3,3.4
577,1,3,6,7,2.3
578,6,4,8,2,4.7
579,6,1,5,8,3.7
580,5,8,5,6,4.1
581,3,10,5,3,2.0
582,4,10,6,4,3.1
583,1,5,5,2,2.1
584,1,5,10,4,2.2
585,2,2,7,1,1.4
586,5,10,10,9,2.8
587,2,5,10,7,4.6
588,3,6,5,9,1.1
589,6,4,5,8,2.1
590,4,2,5,1,3.5
591,6,2,5,5,2.9
592,5,10,5,8,3.7
593,4,7,10,6,4.0
594,4,7,8,6,3.1
595,4,4,7,9,4.0
596,8,2,6,5,4.2
597,5,1,8,10,3.1
598,4,10,7,2,2.8
599,4,2,5,4,4.2
600,4,7,7,1,3.9
601,4,10,10,8,2.8
602,8,10,5,3,4.2
603,7,9,9,5,2.7
604,8,2,5,4,2.0
605,4,2,6,6,4.5
606,1,7,7,1,1.9
607,1,5,6,9,4.8
608,5,6,9,3,3.2
609,1,6,6,2,3.7
610,8,8,6,5,2.7
611,2,2,9,1,2.3
612,8,10,8,8,4.1
613,8,8,6,5,1.8
614,2,3,6,6,3.6
615,3,7,9,7,2.1
616,3,10,7,8,2.0
617,1,8,7,5,2.4
618,3,4,6,7,3.4
619,2,5,10,3,4.1
620,5,1,7,3,3.5
621,4,2,9,7,3.2
622,7,5,8,6,2.8
623,2,2,9,7,4.1
624,4,8,7,9,2.8
625,5,6,6,6,1.1
626,2,1,9,7,4.4
627,3,8,7,4,4.9
628,5,6,5,10,3.6
629,2,10,5,1,2.4
630,6,7,9,9,3.6
631,6,7,8,4,4.5
632,5,6,6,5,4.0
633,8,9,6,1,1.0
634,8,5,8,5,4.1
635,4,1,10,10,3.2
636,8,9,6,9,3.0
637,1,5,6,2,3.8
638,3,9,8,4,2.1
639,2,10,7,10,1.9
640,1,2,7,8,4.5
641,6,7,9,1,1.0
642,1,5,9,3,1.8
643,8,9,10,10,1.5
644,4,5,5,2,3.0
645,4,3,7,10,4.3
646,3,6,10,7,3.7
647,1,9,5,2,2.3
648,4,5,10,6,3.8
649,6,1,7,6,2.4
650,5,4,7,9,1.1
651,1,4,8,3,3.7
652,2,1,7,1,4.8
653,7,6,7,9,1.9
654,7,2,7,5,1.1
655,1,2,6,8,2.4
656,3,10,9,8,4.6
657,5,2,7,6,2.7
658,6,5,10,10,3.1
659,4,4,9,2,1.0
660,4,1,9,6,1.9
661,3,8,5,8,4.8
662,1,3,10,4,2.1
663,4,4,8,10,3.2
664,3,5,6,4,2.8
665,4,6,10,4,2.4
666,4,9,7,8,3.0
667,7,1,5,8,4.0
668,8,7,9,3,4.7
669,1,7,10,9,2.2
670,7,6,6,3,2.6
671,1,8,9,10,5.0
672,8,5,5,1,4.2
673,4,6,8,2,2.7
674,6,4,7,10,2.8
675,7,8,8,6,1.6
676,4,6,9,1,2.5
677,7,1,6,5,1.3
678,8,10,10,10,3.9
679,8,8,8,9,2.9
680,6,5,7,5,3.8
681,7,3,8,4,1.7
682,5,8,7,7,3.8
683,8,7,10,2,4.7
684,5,2,7,1,2.4
685,5,9,8,6,4.4
686,2,4,8,1,4.4
687,1,7,10,3,2.1
688,4,5,7,3,1.7
689,6,7,10,7,2.1
690,2,2,6,3,3.6
691,6,9,5,10,3.6
692,3,6,10,6,4.7
693,5,1,8,1,2.9
694,4,3,10,9,1.3
695,5,8,5,9,4.7
696,1,3,6,4,1.9
697,5,9,5,6,3.7
698,5,7,6,7,3.6
699,5,6,5,7,4.2
700,8,10,5,2,2.4
701,6,4,8,1,3.5
702,1,3,8,8,2.4
703,3,7,8,5,3.9
704,8,4,6,2,1.5
705,4,1,5,4,1.6
706,4,5,7,7,5.0
707,6,7,7,7,2.1
708,6,10,7,5,1.4
709,8,1,7,4,3.1
710,8,7,9,8,4.3
711,3,5,10,9,4.1
712,1,3,7,6,3.0
713,6,7,7,6,3.6
714,5,9,5,6,2.3
715,6,4,10,5,2.2
716,6,3,7,7,3.2
717,1,2,6,3,1.3
718,5,7,9,9,4.2
719,1,2,10,7,1.4
720,7,2,8,10,2.3
721,5,3,8,9,4.2
722,3,2,8,1,2.9
723,6,2,7,6,1.1
724,5,6,10,6,1.6
725,1,5,10,1,3.4
726,4,2,7,5,3.0
727,8,1,7,7,3.9
728,7,5,9,1,2.6
729,6,4,8,10,4.4
730,1,2,5,2,3.9
731,2,10,10,1,2.3
732,8,7,5,6,1.9
733,7,6,10,2,2.2
734,2,10,8,2,2.3
735,5,2,8,10,1.2
736,7,1,8,4,4.7
737,7,2,10,3,1.9
738,5,9,8,9,4.8
739,6,9,5,2,4.8
740,3,7,9,5,3.5
741,1,4,6,5,1.9
742,2,1,5,1,2.8
743,6,3,8,3,3.1
744,6,3,7,9,2.2
745,5,10,9,10,2.9
746,4,3,9,7,5.0
747,4,1,9,1,1.1
748,6,4,6,1,4.1
749,8,4,6,4,1.3
750,8,7,8,5,4.3
751,8,8,5,10,2.4
752,1,6,7,6,4.7
753,5,10,10,3,4.1
754,2,9,9,9,1.5
755,1,10,8,4,4.5
756,3,2,8,6,2.1
757,8,6,8,9,3.8
758,4,4,6,10,4.6
759,5,2,5,1,3.6
760,5,10,6,7,3.2
761,5,2,7,5,4.1
762,6,6,5,9,4.0
763,8,3,6,9,1.2
764,4,10,5,6,2.5
765,1,9,5,5,4.0
766,8,6,8,8,3.4
767,7,7,5,8,4.6
768,8,6,5,2,4.6
769,2,3,10,4,2.9
770,7,2,6,7,3.7
771,7,8,7,7,4.0
772,7,6,6,1,4.9
773,4,6,10,10,4.6
774,7,1,5,9,1.8
775,3,3,9,6,2.3
776,6,2,6,3,4.6
777,4,9,5,2,1.9
778,2,2,10,9,1.4
779,6,2,7,1,4.4
780,6,4,6,5,3.8
781,1,4,6,9,4.8
782,8,8,8,7,2.4
783,6,9,9,9,4.7
784,5,1,5,1,3.4
785,2,9,7,1,4.0
786,1,1,7,5,1.4
787,6,5,5,10,2.8
788,2,9,6,8,1.8
789,5,5,10,6,4.8
790,1,5,5,7,2.4
791,6,1,5,1,1.6
792,3,9,6,5,1.0
793,4,8,6,6,2.8
794,2,7,5,5,4.1
795,6,2,10,5,5.0
796,5,9,5,2,1.7
797,7,9,7,3,3.3
798,3,8,6,1,3.1
799,7,3,6,1,4.9
800,8,6,5,2,3.8
801,5,9,10,5,1.8
802,3,9,9,9,4.7
803,1,10,5,7,1.9
804,5,5,7,10,2.3
805,4,7,7,5,2.4
806,1,2,8,6,4.5
807,3,5,8,6,4.7
808,4,3,8,3,2.8
809,2,6,6,8,2.2
810,8,9,8,4,4.1
811,4,1,8,1,3.4
812,1,7,9,8,3.5
813,3,8,10,6,3.3
814,7,5,8,9,3.6
815,6,8,7,1,4.0
816,2,4,10,6,3.6
817,6,9,9,1,4.9
818,3,6,7,8,3.7
819,6,1,6,4,1.5
820,6,5,8,6,3.6
821,5,9,6,9,2.7
822,3,1,6,7,2.1
823,1,7,9,6,2.0
824,7,5,5,8,1.7
825,2,2,10,8,4.6
826,2,2,9,10,3.6
827,7,10,10,9,1.1
828,1,2,8,4,2.5
829,5,9,8,8,4.2
830,3,8,9,7,1.8
831,1,7,5,8,3.4
832,3,9,10,6,4.6
833,1,9,7,10,4.3
834,1,6,9,2,2.8
835,2,7,10,8,3.2
836,3,6,6,6,4.7
837,5,6,5,6,3.4
838,1,6,9,7,3.9
839,2,1,10,4,4.1
840,8,8,7,2,1.1
841,1,1,10,10,4.1
842,2,4,5,9,3.2
843,6,8,9,7,1.6
844,1,9,7,5,2.3
845,2,7,6,4,3.0
846,2,2,9,9,3.2
847,3,7,9,8,3.7
848,3,10,10,8,3.4
849,6,3,6,5,4.8
850,1,2,5,1,4.3
851,6,7,6,6,1.9
852,3,3,10,5,1.1
853,8,10,7,8,1.7
854,6,4,10,5,4.1
855,2,2,5,5,1.1
856,3,5,8,6,1.1
857,1,2,8,10,4.2
858,8,5,8,1,1.6
859,3,1,6,10,1.6
860,2,9,10,2,4.6
861,8,2,7,2,4.5
862,4,10,7,1,3.8
863,8,3,6,6,4.8
864,3,7,5,5,1.7
865,3,3,9,2,3.1
866,7,6,9,7,1.7
867,8,9,6,4,2.8
868,1,7,5,5,1.6
869,6,8,5,4,2.7
870,3,6,8,9,3.9
871,7,7,9,10,4.5
872,5,4,10,5,1.1
873,1,2,8,2,3.4
874,5,4,5,4,2.4
875,1,1,5,9,1.2
876,7,9,7,9,5.0
877,8,9,8,6,2.2
878,1,8,10,6,2.4
879,6,5,6,1,2.2
880,5,4,9,4,2.2
881,3,2,8,3,3.9
882,5,9,10,7,3.0
883,2,7,7,3,2.0
884,8,6,8,9,1.4
885,7,7,10,7,2.2
886,6,2,8,3,2.2
887,6,1,5,2,1.5
888,7,4,6,4,3.8
889,2,9,7,6,2.1
890,1,4,5,2,4.4
891,8,6,5,10,2.0
892,7,8,6,2,2.7
893,3,5,5,10,2.4
894,3,1,6,10,1.8
895,1,7,9,3,1.9
896,5,2,5,4,2.0
897,3,3,5,2,4.6
898,3,1,6,1,4.7
899,8,10,8,2,3.9
900,7,3,7,10,1.1
901,7,9,8,4,4.7
902,4,1,6,3,1.2
903,1,10,9,9,3.8
904,3,10,7,4,3.4
905,1,3,6,5,1.2
906,8,6,5,10,4.5
907,4,6,6,2,3.9
908,4,6,10,2,4.2
909,8,9,9,9,2.0
910,5,10,8,5,3.9
911,6,1,5,4,2.2
912,8,4,10,9,4.9
913,6,4,8,3,1.8
914,7,7,10,9,3.6
915,2,3,7,2,2.4
916,4,4,9,9,1.5
917,2,1,9,3,4.8
918,8,7,8,2,4.2
919,5,3,10,1,3.7
920,5,9,9,4,1.4
921,5,7,6,4,3.6
922,2,9,5,10,1.0
923,4,7,10,10,1.9
924,2,7,10,9,1.5
925,2,7,8,1,1.3
926,8,5,9,4,2.1
927,1,8,10,3,4.0
928,8,5,6,4,3.6
929,5,3,10,2,3.9
930,2,4,7,8,3.3
931,7,2,7,8,1.2
932,7,6,8,9,2.3
933,7,10,9,3,3.2
934,8,2,10,8,3.8
935,6,5,10,7,3.2
936,2,5,5,8,3.5
937,6,1,7,5,3.8
938,4,4,7,6,3.3
939,7,2,6,8,1.3
940,3,4,7,2,4.6
941,6,3,6,5,2.5
942,6,2,6,7,4.9
943,5,10,6,7,3.6
944,7,6,9,10,2.8
945,1,1,7,9,3.6
946,6,9,5,2,4.5
947,4,3,8,9,3.2
948,3,7,10,5,1.0
949,7,6,10,1,2.3
950,1,9,8,9,1.2
951,2,8,6,3,4.3
952,5,7,6,1,3.7
953,2,2,5,2,1.4
954,4,9,7,6,4.6
955,1,8,6,3,4.5
956,7,9,6,9,2.0
957,3,4,9,9,4.1
958,4,9,6,6,4.9
959,3,1,9,1,3.6
960,2,6,9,6,2.5
961,7,2,10,2,4.1
962,4,8,7,5,4.8
963,3,4,9,10,3.3
964,2,4,8,3,2.1
965,5,9,8,5,3.9
966,4,2,6,1,2.4
967,8,10,5,7,1.1
968,2,8,7,4,1.9
969,5,5,9,2,3.7
970,6,3,7,4,5.0
971,8,2,9,7,4.8
972,5,8,6,3,2.7
973,1,3,9,2,1.3
974,6,8,7,8,3.3
975,7,8,10,9,4.9
976,7,6,7,4,5.0
977,3,9,5,7,4.9
978,5,6,6,4,1.9
979,2,4,6,5,2.4
980,2,6,10,10,2.5
981,7,2,5,5,4.9
982,2,4,7,10,4.6
983,6,9,10,9,2.7
984,8,1,5,10,1.4
985,4,1,10,2,3.3
986,3,10,8,7,1.2
987,8,7,6,9,4.5
988,3,2,9,10,2.4
989,2,3,7,6,2.7
990,5,9,8,2,1.5
991,3,4,8,7,2.5
992,3,8,6,3,5.0
993,3,6,5,5,3.1
994,5,10,7,1,4.3
